p_mass,p_radius,p_period,p_semi_major_axis,p_eccentricity,p_angular_distance,p_impact_parameter,s_ra,s_dec,s_mag,s_distance,s_metallicity,s_mass,s_radius,s_temperature,s_log_g,p_hill_sphere,p_distance,p_periastron,p_apastron,p_distance_eff,p_flux,p_temp_equil,p_type,s_radius_est,s_ra_h,s_ra_t,s_dec_t,s_luminosity,s_snow_line,s_abio_zone,s_tidal_lock,p_habzone_opt,p_habzone_con,p_type_temp,p_habitable,p_esi,p_radius_est,p_mass_est,p_semi_major_axis_est
,1.99538,2.024152,0.032,,0.0574,0.49,295.1189,48.481281,13.203,557.51,,,1.27,5790.0,4.26,,0.032,0.032,0.032,0.032000001,1586.0263,1607.7648,Superterran,1.27,19.674594,19 40 28.5395,+48 28 52.6116,1.6240909,3.4408754,,,0,0,Hot,0,0.25571921,1.99538,4.6394796,0.032
,2.85855,4.761702,0.057,,0.102,0.37,295.1189,48.481281,13.203,557.51,,,1.27,5790.0,4.26,,0.057,0.057,0.057,0.057000000999999995,499.8741,1204.6477,Neptunian,1.27,19.674594,19 40 28.5395,+48 28 52.6116,1.6240909,3.4408754,,,0,0,Hot,0,0.21768408,2.85855,8.541399,0.057
,2.1635299999999997,41.809118,0.242,,0.434,0.94,295.1189,48.481281,13.203,557.51,,,1.27,5790.0,4.26,,0.242,0.242,0.242,0.24200001,27.731899,584.6417299999999,Superterran,1.27,19.674594,19 40 28.5395,+48 28 52.6116,1.6240909,3.4408754,,,0,0,Hot,0,0.29257497,2.1635299999999997,5.322616099999999,0.242
,1.2779399999999999,6.699600099999999,,,,,296.20381000000003,42.777832000000004,15.883,923.0,-0.1,0.82,0.79,5187.0,4.57,,0.065084877,0.065084877,0.065084877,0.065084879,95.553729,796.53859,Terran,0.79,19.746922,19 44 48.9181,+42 46 40.1952,0.40476954,1.7177806,0.68791141,0.43637728,0,0,Hot,0,0.30218603,1.2779399999999999,2.1773119,0.065084877
,0.93043,6.913111200000001,,,,,286.58059,48.544197,12.788,675.0,0.05,1.25,1.42,6335.0,4.23,,0.076488344,0.076488344,0.076488344,0.076488346,497.34905999999995,1203.1236,Terran,1.42,19.105373999999998,19 06 19.3457,+48 32 39.1092,2.9097241,4.6056367,5.689944000000001,0.45612474,0,0,Hot,0,0.29527014,0.93043,0.75050199,0.076488344
,2.0178,18.605194,,,,,293.89018,48.336121,15.665,2081.0,0.0,1.15,1.23,6194.0,4.32,,0.14393453,0.14393453,0.14393453,0.14393453,96.30608000000001,798.1018799999999,Superterran,1.23,19.592679999999998,19 35 33.6464,+48 20 10.0356,1.9951873,3.8137797999999994,4.3434481,0.45060078,0,0,Hot,0,0.26751687,2.0178,4.7283306,0.14393453
,1.06495,23.955378,,,,,288.24377999999996,41.110081,14.553,449.0,-0.02,0.79,0.75,4939.0,4.59,,0.15030979,0.15030979,0.15030979,0.1503098,13.273722,486.28747999999996,Terran,0.75,19.216253,19 12 58.5113,+41 06 36.2916,0.29989366,1.4785888,0.44371047,0.42770222,0,0,Hot,0,0.39156471,1.06495,1.2177294,0.15030979
,1.1546299999999998,29.609174,,,,,290.99167,40.22932,13.619,620.0,0.01,1.02,1.07,5838.0,4.39,,0.18850686,0.18850686,0.18850686,0.18850686,33.531907000000004,613.06916,Terran,1.07,19.399445,19 23 58.0032,+40 13 45.5520,1.1915508,2.9472709,2.2638662,0.47473521,0,0,Hot,0,0.33191695,1.1546299999999998,1.6270695,0.18850686
,0.94164,14.45413,,,,,294.95104,43.012436,13.572,499.0,-0.03,0.97,0.95,5718.0,4.47,,0.1149286,0.1149286,0.1149286,0.1149286,65.44195,724.61775,Terran,0.95,19.663403,19 39 48.2523,+43 00 44.7696,0.86439543,2.5102675,1.8115088,0.4474534,0,0,Hot,0,0.31384894,0.94164,0.78341907,0.1149286
,1.55819,14.256323000000002,,,,,292.54576000000003,49.416973,15.192,1211.0,0.03,1.02,1.02,5831.0,4.43,,0.11580162,0.11580162,0.11580162,0.11580162,80.358513,762.7863,Superterran,1.02,19.503052,19 30 10.9870,+49 25 01.1028,1.0776089,2.8028145,2.2368040000000002,0.45501317,0,0,Hot,0,0.29322946,1.55819,3.0487196,0.11580162
,1.09858,0.96897238,,,,,295.34967,45.114548,15.415,1220.0,0.06,1.01,1.01,5793.0,4.44,,0.019223137,0.019223137,0.019223137,0.019223138,2785.4604,1850.8412,Terran,1.01,19.689979,19 41 23.9238,+45 06 52.3728,1.0293084000000001,2.7392806,2.0885707,0.45352131,0,0,Hot,0,0.29262048,1.09858,1.3612778,0.019223137
,1.63666,10.676072,,,,,297.64226,49.594978000000005,13.688,802.0,0.35,1.28,1.36,6184.0,4.28,,0.10300395,0.10300395,0.10300395,0.10300395,228.42132,990.44205,Superterran,1.36,19.842819,19 50 34.1466,+49 35 41.9208,2.4235076,4.2032572,4.4246355,0.43742123,0,0,Hot,0,0.27856188,1.63666,3.3139434000000003,0.10300395
,1.28915,4.4848749,,,,,285.36624,49.044868,14.879,1156.0,0.04,1.05,1.07,5902.0,4.4,,0.054084507000000004,0.054084507000000004,0.054084507000000004,0.054084509,425.50755,1157.1022,Terran,1.07,19.024417,19 01 27.9024,+49 02 41.5248,1.2446666000000002,3.0122449000000002,2.5515182000000003,0.46129344,0,0,Hot,0,0.29056413,1.28915,2.2098374,0.054084507000000004
,2.41015,16.007583,0.127,,0.153,0.79,298.06771000000003,49.412605,13.77,828.71,,,1.36,5848.0,4.2,,0.127,0.127,0.127,0.127,120.1679,843.5134800000001,Superterran,1.36,19.871181,19 52 16.2532,+49 24 45.3780,1.9381881,3.7589083,,,0,0,Hot,0,0.24559445,2.41015,6.3932195,0.127
,3.3742099999999997,27.082511,0.181,,0.218,0.89,298.06771000000003,49.412605,13.77,828.71,,,1.36,5848.0,4.2,,0.181,0.181,0.181,0.181,59.161443999999996,706.5690400000001,Neptunian,1.36,19.871181,19 52 16.2532,+49 24 45.3780,1.9381881,3.7589083,,,0,0,Hot,0,0.21602883,3.3742099999999997,11.319175,0.181
,1.17705,2.4605099,,,,,289.69749,43.372093,15.245,541.0,-0.03,0.77,0.72,4796.0,4.62,,0.032685606,0.032685606,0.032685606,0.032685606,230.01559,992.16574,Terran,0.72,19.313167,19 18 47.4022,+43 22 19.5348,0.24573688,1.3384401000000001,0.34410635,0.37074855,0,0,Hot,0,0.29666014,1.17705,1.7431784,0.032685606
,1.46851,5.8660153,,,,,292.65839,49.865192,15.273,1270.0,0.07,1.03,1.03,5806.0,4.42,,0.06427135,0.06427135,0.06427135,0.064271352,261.47874,1024.4812,Terran,1.03,19.510561,19 30 38.0185,+49 51 54.6912,1.0801180000000001,2.8060757,2.1497469,0.46015968,0,0,Hot,0,0.28556291,1.46851,2.7568324,0.06427135
,2.21958,23.910901000000003,,,,,295.52418,49.829547999999996,15.376,1552.0,0.02,1.09,1.13,6031.0,4.37,,0.16712793,0.16712793,0.16712793,0.16712793,54.188207999999996,691.22766,Superterran,1.13,19.701613000000002,19 42 05.8057,+49 49 46.3728,1.5135712,3.3217366000000004,3.2244845,0.45298997,0,0,Hot,0,0.2677691,2.21958,5.5588379,0.16712793
,1.55819,4.1359227,,,,,287.3633,49.45689,14.826,1328.0,0.07,1.14,1.19,6097.0,4.34,,0.052665487999999996,0.052665487999999996,0.052665487999999996,0.052665489,632.11359,1277.4494,Superterran,1.19,19.157554,19 09 27.1954,+49 27 24.8040,1.7532641,3.5750937999999994,3.6660371,0.44929089,0,0,Hot,0,0.2784385,1.55819,3.0487196,0.052665487999999996
,1.10979,8.0533362,,,,,295.53837999999996,51.202957,12.086,680.0,0.19,1.47,2.04,6291.0,3.98,,0.089385256,0.089385256,0.089385256,0.08938525900000001,730.96392,1324.7041,Terran,2.04,19.702560000000002,19 42 09.2149,+51 12 10.6452,5.8402,6.524956700000001,5.5686241999999995,0.47605026,0,0,Hot,0,0.29386592,1.10979,1.4117248,0.089385256
,0.86317,4.4534328,,,,,291.1733,44.921131,12.938,681.0,-0.03,1.21,1.32,6356.0,4.28,,0.056437522999999996,0.056437522999999996,0.056437522999999996,0.056437525,799.90087,1354.8897,Terran,1.32,19.411554000000002,19 24 41.5954,+44 55 16.0716,2.5478395000000003,4.309727400000001,5.835368,0.44786376,0,0,Hot,0,0.29274999,0.86317,0.57352358,0.056437522999999996
,1.3115700000000001,9.705716,,,,,297.71157,46.768021000000005,14.93,1142.0,-0.01,1.06,1.09,5972.0,4.39,,0.09077436800000001,0.09077436800000001,0.09077436800000001,0.09077437,164.32148999999998,912.1547,Terran,1.09,19.847439,19 50 50.7793,+46 46 04.8756,1.3540068,3.1417686000000002,2.8866832000000002,0.45564232,0,0,Hot,0,0.29497567,1.3115700000000001,2.2754822,0.09077436800000001
,1.36762,10.929546,,,,,291.86492999999996,49.32592,15.591,1182.0,-0.02,0.93,0.9,5557.0,4.51,,0.09406006900000001,0.09406006900000001,0.09406006900000001,0.094060071,78.221234,757.66299,Terran,0.9,19.457663,19 27 27.5869,+49 19 33.3120,0.69204646,2.2461119,1.3546253000000001,0.44981975,0,0,Hot,0,0.30205497,1.36762,2.4430315,0.09406006900000001
,0.94164,2.3194201,,,,,289.28981,40.681665,14.869,866.0,0.2,0.97,0.96,5530.0,4.46,,0.033938012000000004,0.033938012000000004,0.033938012000000004,0.033938012999999996,670.43833,1296.3869,Terran,0.96,19.285988,19 17 09.5578,+40 40 53.9940,0.77220327,2.3726277000000002,1.3115059999999998,0.46860954,0,0,Hot,0,0.29467918,0.94164,0.78341907,0.033938012000000004
,1.4573,8.073928500000001,,,,,285.73981000000003,40.980036,16.109,215.0,-0.03,0.46,0.43,3578.0,4.83,,0.060788127000000004,0.060788127000000004,0.060788127000000004,0.060788129,7.3476655,419.45198,Terran,0.43,19.049321,19 02 57.5570,+40 58 48.1296,0.027151067,0.44489469,0.035755543,0.34893391,0,0,Hot,0,0.44643919,1.4573,2.7211982999999997,0.060788127000000004
,1.33399,5.885273000000001,0.066,,0.17,0.34,281.91568,42.775513000000004,11.992,389.22,,,1.24,6075.0,4.29,,0.066,0.066,0.066,0.066000002,430.75395999999995,1160.6525,Terran,1.24,18.79438,18 47 39.7662,+42 46 31.8468,1.8763642,3.6984720999999996,,,0,0,Hot,0,0.28893249,1.33399,2.3419147000000002,0.066
,1.3452,10.104664999999999,0.094,,0.241,0.25,281.91568,42.775513000000004,11.992,389.22,,,1.24,6075.0,4.29,,0.094,0.094,0.094,0.094000002,212.35449,972.54626,Terran,1.24,18.79438,18 47 39.7662,+42 46 31.8468,1.8763642,3.6984720999999996,,,0,0,Hot,0,0.29183129,1.3452,2.3754251,0.094
,1.25552,39.859484,,,,,285.34694,48.312252,14.131,685.0,0.04,0.98,0.96,5698.0,4.46,,0.22678068,0.22678068,0.22678068,0.22678068,16.924225,516.74004,Terran,0.96,19.02313,19 01 23.2687,+48 18 44.1072,0.87040403,2.5189771,1.7563168999999998,0.45605594,0,0,Hot,0,0.36670606,1.25552,2.1128563999999996,0.22678068
,1.3115700000000001,39.441984000000005,,,,,293.71913,43.124590000000005,14.268,751.0,0.01,1.0,1.0,5802.0,4.45,,0.22671595,0.22671595,0.22671595,0.22671595,19.753106,537.0982799999999,Terran,1.0,19.581276000000003,19 34 52.5939,+43 07 28.5240,1.0153120999999998,2.7205928,2.1140915000000002,0.44862462,0,0,Hot,0,0.35396876,1.3115700000000001,2.2754822,0.22671595
,3.93471,81.416294,,,,,291.2556,48.84697,12.146,525.0,0.26,1.34,1.44,6394.0,4.25,,0.40521489,0.40521489,0.40521489,0.4052149,18.911822,531.28585,Neptunian,1.44,19.417041,19 25 01.3464,+48 50 49.0920,3.1053043,4.7579059,6.444569,0.43085843,0,0,Hot,0,0.23747778,3.93471,14.693542,0.40521489
,0.97527,2.4181132,,,,,283.43576,47.066855,12.278,475.0,0.0,1.19,1.27,6289.0,4.3,,0.037354502000000005,0.037354502000000005,0.037354502000000005,0.037354503,1620.0804,1616.3263,Terran,1.27,18.895718,18 53 44.5862,+47 04 00.6780,2.2605935,4.059523,5.1720837,0.44538247,0,0,Hot,0,0.29371014,0.97527,0.88841861,0.037354502000000005
,2.1747400000000003,33.42035,,,,,285.33062,42.040436,12.325,340.0,0.06,1.03,1.05,5810.0,4.4,,0.20501988,0.20501988,0.20501988,0.20501989,26.778104,579.5486,Superterran,1.05,19.022042000000003,19 01 19.3512,+42 02 25.5696,1.1255681,2.8645055,2.1645708,0.46905795,0,0,Hot,0,0.2935633,2.1747400000000003,5.369523,0.20501988
,0.96406,10.600522999999999,,,,,280.24946,43.915065999999996,12.405,482.0,-0.03,1.13,1.26,6150.0,4.28,,0.098345364,0.098345364,0.098345364,0.09834536599999999,210.3887,970.2876699999999,Terran,1.26,18.683298,18 40 59.8732,+43 54 54.2376,2.0348397,3.8514909,4.0037379,0.46545916,0,0,Hot,0,0.29946383,0.96406,0.85235786,0.098345364
,0.81833,0.68996783,,,,,289.42396,46.72617,12.411,162.0,0.11,0.81,0.75,4865.0,4.6,,0.014241545,0.014241545,0.014241545,0.014241545,1391.9651,1556.1519,Terran,0.75,19.294932,19 17 41.7540,+46 43 34.2120,0.28232059,1.4346139,0.3940091,0.39178319,0,0,Hot,0,0.29038301,0.81833,0.47370976,0.014241545
,2.9033900000000004,56.674729000000006,,,,,289.64344,50.727089,14.682,871.0,-0.03,0.97,0.95,5722.0,4.47,,0.28577646,0.28577646,0.28577646,0.28577647,10.613885,459.84715,Neptunian,0.95,19.309564,19 18 34.4290,+50 43 37.5204,0.8668167,2.5137807999999997,1.8240004,0.44926725,0,0,Hot,0,0.32065542,2.9033900000000004,8.7701168,0.28577646
,1.61424,12.270659,,,,,287.86739,50.595585,14.411,786.0,-0.16,0.95,0.93,5774.0,4.49,,0.10232836,0.10232836,0.10232836,0.10232836,82.256388,767.2507400000001,Superterran,0.93,19.19116,19 11 28.1770,+50 35 44.1060,0.86131431,2.5057896,1.9806467,0.4343476,0,0,Hot,0,0.2901625,1.61424,3.2372384,0.10232836
,1.6815,13.227453,,,,,288.23172999999997,50.567886,15.05,1321.0,0.04,1.08,1.1,5979.0,4.39,,0.1122798,0.1122798,0.1122798,0.1122798,109.89678,824.88072,Superterran,1.1,19.21545,19 12 55.6190,+50 34 04.3896,1.3854416,3.1780292,2.9398685,0.45160042,0,0,Hot,0,0.28276669,1.6815,3.4695603999999998,0.1122798
37.185876,2.6455599999999997,22.951,,,,,291.38776,44.529106,11.931,576.15,,1.28,1.98,6022.0,3.95,0.0052758023,0.17157235,0.17157235,0.17157235,0.17157235,156.9233,901.70975,Neptunian,1.98,19.425852,19 25 33.0665,+44 31 44.7816,4.6193624,5.8030295999999995,3.3497037000000005,0.50090394,0,0,Hot,0,0.23234701,2.6455599999999997,37.185876,0.17157235
79.457001,4.31585,42.882,,,,,291.38776,44.529106,11.931,576.15,,1.28,1.98,6022.0,3.95,0.010308343000000001,0.26027328,0.26027328,0.26027328,0.26027329,68.190341,732.1088,Jovian,1.98,19.425852,19 25 33.0665,+44 31 44.7816,4.6193624,5.8030295999999995,3.3497037000000005,0.50090394,0,0,Hot,0,0.18387844,4.31585,79.457001,0.26027328
,1.7151299999999998,54.509417000000006,,,,,294.55383,45.08139,15.498,490.0,-0.02,0.71,0.68,4524.0,4.63,,0.25094394,0.25094394,0.25094394,0.25094395,2.755773,328.25077999999996,Superterran,0.68,19.636923,19 38 12.9224,+45 04 53.0040,0.17353891,1.1247661,0.20989615,0.40806047,0,0,Hot,0,0.62058183,1.7151299999999998,3.5881927000000005,0.25094394
,3.3517900000000003,35.622233,,,,,293.44642000000005,40.409892,15.332,1159.0,0.01,1.0,0.99,5782.0,4.45,,0.2118314,0.2118314,0.2118314,0.2118314,21.872111999999998,550.95685,Neptunian,0.99,19.563095999999998,19 33 47.1457,+40 24 35.6112,0.98145724,2.6748502,2.0426851000000004,0.45385192,0,0,Hot,0,0.25006219,3.3517900000000003,11.191778999999999,0.2118314
,2.70161,42.913751,,,,,292.42283,38.266328,13.062,974.0,0.14,1.41,2.06,6101.0,3.95,,0.26893475,0.26893475,0.26893475,0.26893476,72.83386,744.2661099999999,Neptunian,2.06,19.494856,19 29 41.4829,+38 15 58.7808,5.2677746,6.196941099999999,3.9623492999999996,0.48796504,0,0,Hot,0,0.23911988,2.70161,7.7605729000000006,0.26893475
,2.66798,47.16117,,,,,286.12554,47.947613,15.57,1284.0,0.01,0.97,0.94,5665.0,4.48,,0.25282685,0.25282685,0.25282685,0.25282686,12.755504,481.47009,Neptunian,0.94,19.075037,19 04 30.1344,+47 56 51.4068,0.81534988,2.4380117,1.6538503,0.4510452,0,0,Hot,0,0.31547954,2.66798,7.5972714,0.25282685
,1.8832799999999998,47.031948,,,,,284.22333,48.831771999999994,14.904,795.0,-0.02,0.9,0.86,5448.0,4.53,,0.246142,0.246142,0.246142,0.246142,9.6352393,448.85962,Superterran,0.86,18.948223000000002,18 56 53.6030,+48 49 54.3792,0.58375948,2.0629122,1.1110805000000001,0.44493002,0,0,Hot,0,0.38636176,1.8832799999999998,4.205682299999999,0.246142
,2.1635299999999997,49.276764,,,,,294.08306,50.502777,15.855,392.0,-0.02,0.62,0.6,4075.0,4.68,,0.22425127,0.22425127,0.22425127,0.22425128,1.7686087,293.80072,Superterran,0.6,19.605538,19 36 19.9369,+50 30 09.9972,0.088940916,0.80522003,0.092763107,0.38700039,0,0,Hot,0,0.67416001,2.1635299999999997,5.322616099999999,0.22425127
,1.14342,18.137383,,,,,286.94532000000004,43.822773,15.464,379.0,-0.09,0.64,0.62,4231.0,4.67,,0.11639991,0.11639991,0.11639991,0.11639991,8.145895900000001,430.4073,Terran,0.62,19.129689000000003,19 07 46.8806,+43 49 21.9828,0.11036824,0.89698635,0.12256481,0.38374434,0,0,Hot,0,0.44549919,1.14342,1.5711567,0.11639991
,1.99538,51.111024,,,,,283.7706,42.027245,14.06,728.0,-0.05,1.01,1.01,5866.0,4.43,,0.27037078,0.27037078,0.27037078,0.27037079,14.804035999999998,499.7352,Superterran,1.01,18.918041,18 55 04.9478,+42 01 38.0820,1.0821803,2.8087532000000004,2.3676406,0.44677526,0,0,Hot,0,0.33918928,1.99538,4.6394796,0.27037078
,2.75766,47.987276,,,,,283.21161,41.038063,14.19,642.0,0.02,0.96,0.94,5653.0,4.48,,0.25488878,0.25488878,0.25488878,0.25488879,12.443967,478.50296,Neptunian,0.94,18.880775,18 52 50.7909,+41 02 17.0268,0.80846327,2.4276939,1.614517,0.44771804,0,0,Hot,0,0.31319812,2.75766,8.0359058,0.25488878
,1.3564100000000001,62.869161,,,,,282.42302,46.014019,14.591,435.0,0.01,0.78,0.74,4828.0,4.61,,0.28477349,0.28477349,0.28477349,0.28477349,3.2871690000000005,343.04447000000005,Terran,0.74,18.828203,18 49 41.5295,+46 00 50.4684,0.26657605,1.3940371,0.36512067,0.41296632,0,0,Hot,0,0.6078965,1.3564100000000001,2.4091308,0.28477349
,3.7105099999999998,31.158799,0.2,,0.273,0.21,294.11076,38.710229999999996,13.838,731.81,,,1.21,5948.0,4.31,,0.2,0.2,0.2,0.20000001,41.047171,644.86042,Neptunian,1.21,19.607385,19 36 26.5851,+38 42 36.8280,1.6418868999999998,3.4596757000000005,,,0,0,Hot,0,0.21315932,3.7105099999999998,13.300507999999999,0.2
,3.12759,76.732171,0.364,,0.497,0.12,294.11076,38.710229999999996,13.838,731.81,,,1.21,5948.0,4.31,,0.364,0.364,0.364,0.36400001,12.391973,478.00234000000006,Neptunian,1.21,19.607385,19 36 26.5851,+38 42 36.8280,1.6418868999999998,3.4596757000000005,,,0,0,Hot,0,0.29668229,3.12759,9.950654,0.364
,1.96175,29.963325,,,,,285.5578,44.010788,15.947,574.0,-0.02,0.7,0.67,4422.0,4.64,,0.16759803,0.16759803,0.16759803,0.16759804,5.4748897,389.70749,Superterran,0.67,19.037187,19 02 13.8746,+44 00 38.8368,0.15378473,1.0588157,0.17532627,0.39985699,0,0,Hot,0,0.46005346,1.96175,4.5075054,0.16759803
,2.02901,29.349477,,,,,285.83046,43.198395,15.689,752.0,-0.04,0.79,0.74,4919.0,4.6,,0.17210184,0.17210184,0.17210184,0.17210184,9.6981377,449.59037,Superterran,0.74,19.055365,19 03 19.3135,+43 11 54.2220,0.28724956,1.4470831,0.42872353,0.40227654,0,0,Hot,0,0.37691841,2.02901,4.773015,0.17210184
,3.82261,65.648834,,,,,296.39752999999996,42.396918,15.858,1368.0,0.06,1.0,1.0,5756.0,4.45,,0.31841554,0.31841554,0.31841554,0.31841555,9.7002579,449.61494000000005,Neptunian,1.0,19.759836,19 45 35.4102,+42 23 48.9048,0.98349416,2.6776245,1.9534502,0.45201957,0,0,Hot,0,0.29159556,3.82261,13.989899,0.31841554
,1.86086,25.15864,,,,,294.4873,42.00692,15.759,1341.0,0.0,0.96,0.95,5679.0,4.47,,0.16572629,0.16572629,0.16572629,0.1657263,30.622489,599.31484,Superterran,0.95,19.632488000000002,19 37 56.9566,+42 00 24.9120,0.84105294,2.4761414,1.6882691000000003,0.4581818,0,0,Hot,0,0.30427939,1.86086,4.121031299999999,0.16572629
,1.6590799999999999,31.77859,,,,,287.23568,38.754160999999996,14.159,692.0,0.03,1.02,1.01,5828.0,4.44,,0.19760566,0.19760566,0.19760566,0.19760566,27.002925,580.76123,Superterran,1.01,19.149046,19 08 56.5661,+38 45 14.9796,1.0544101000000001,2.7724808,2.2253051,0.45159573,0,0,Hot,0,0.32040697,1.6590799999999999,3.3913851000000004,0.19760566
,0.99769,5.3278629,,,,,287.23568,38.754160999999996,14.159,692.0,0.03,1.02,1.01,5828.0,4.44,,0.060082082,0.060082082,0.060082082,0.060082083,292.09197,1053.2339,Terran,1.01,19.149046,19 08 56.5661,+38 45 14.9796,1.0544101000000001,2.7724808,2.2253051,0.45159573,0,0,Hot,0,0.29771791,0.99769,0.96382171,0.060082082
,1.77118,31.827710999999997,,,,,289.81934,51.90485,14.41,350.0,-0.06,0.75,0.71,4726.0,4.62,,0.1785392,0.1785392,0.1785392,0.17853921,7.068268300000001,415.40637999999996,Superterran,0.71,19.32129,19 19 16.6455,+51 54 17.4600,0.22530987,1.2816041,0.30245071,0.40457814,0,0,Hot,0,0.4329372,1.77118,3.7895404999999998,0.1785392
,1.54698,31.175045,,,,,289.83122000000003,44.609863,13.926,686.0,-0.07,1.01,1.02,5884.0,4.43,,0.19445603,0.19445603,0.19445603,0.19445604,29.548593,593.98997,Superterran,1.02,19.322082,19 19 19.4969,+44 36 35.5068,1.1173253,2.8539974999999997,2.4420014,0.45011508,0,0,Hot,0,0.32196329,1.54698,3.011575,0.19445603
,3.2957400000000003,47.056903999999996,,,,,295.04854,45.342686,15.549,890.0,-0.07,0.86,0.82,5332.0,4.55,,0.24252581,0.24252581,0.24252581,0.24252581,8.2786781,432.15064,Neptunian,0.82,19.669904000000002,19 40 11.6533,+45 20 33.6696,0.48694164,1.8840925,0.89663252,0.43498194,0,0,Hot,0,0.32881732,3.2957400000000003,10.875888,0.24252581
,1.7263400000000002,8.239848700000001,,,,,293.51984,41.277405,15.024,1130.0,0.03,1.04,1.05,5893.0,4.42,,0.080872368,0.080872368,0.080872368,0.08087237,182.14308,935.94016,Superterran,1.05,19.567991,19 34 04.7662,+41 16 38.6580,1.1912777,2.9469331000000003,2.5043688,0.44765215,0,0,Hot,0,0.275688,1.7263400000000002,3.6281006000000002,0.080872368
,1.1546299999999998,3.5455302000000004,,,,,293.51984,41.277405,15.024,1130.0,0.03,1.04,1.05,5893.0,4.42,,0.046093688,0.046093688,0.046093688,0.04609368900000001,560.6994,1239.7309,Terran,1.05,19.567991,19 34 04.7662,+41 16 38.6580,1.1912777,2.9469331000000003,2.5043688,0.44765215,0,0,Hot,0,0.29358588,1.1546299999999998,1.6270695,0.046093688
,2.8025,21.863529999999997,,,,,293.82136,39.39135,15.965,1255.0,0.02,0.92,0.89,5507.0,4.51,,0.1487941,0.1487941,0.1487941,0.1487941,29.482043,593.65524,Neptunian,0.89,19.588091,19 35 17.1294,+39 23 28.8600,0.65272307,2.1813646,1.238649,0.44655199,0,0,Hot,0,0.25912726,2.8025,8.2590046,0.1487941
,1.5245600000000001,12.610584,0.113,,0.105,0.51,287.97577,39.087181,13.954,1073.89,,,1.47,6012.0,4.18,,0.113,0.113,0.113,0.113,198.08077,955.7746099999999,Superterran,1.47,19.198385000000002,19 11 54.1874,+39 05 13.8516,2.5292934,4.2940132,,,0,0,Hot,0,0.28474403,1.5245600000000001,2.9378482999999997,0.113
,2.43257,33.416422999999995,0.216,,0.201,0.02,287.97577,39.087181,13.954,1073.89,,,1.47,6012.0,4.18,,0.216,0.216,0.216,0.21600001,54.211535,691.30203,Superterran,1.47,19.198385000000002,19 11 54.1874,+39 05 13.8516,2.5292934,4.2940132,,,0,0,Hot,0,0.25735561,2.43257,6.4945178,0.216
,1.06495,16.29509,,,,,288.69501,39.883191,15.061,569.0,-0.01,0.8,0.76,4961.0,4.59,,0.11674655,0.11674655,0.11674655,0.11674656,22.998769,557.91888,Terran,0.76,19.246335000000002,19 14 46.8053,+39 52 59.4876,0.31346766,1.511681,0.46273807,0.42780008,0,0,Hot,0,0.35144035,1.06495,1.2177294,0.11674655
,1.41246,3.6389940000000003,,,,,289.66488,50.020046,15.254,1059.0,-0.03,0.95,0.93,5660.0,4.48,,0.045506312,0.045506312,0.045506312,0.045506314000000006,384.04046,1127.8183,Terran,0.93,19.310993,19 18 39.5743,+50 01 12.1656,0.79528038,2.4078194,1.6283568000000002,0.45302142,0,0,Hot,0,0.28625305,1.41246,2.5805743,0.045506312
,1.9057,38.131283,,,,,294.85265,49.057472,14.633,1269.0,0.03,1.16,1.25,6159.0,4.31,,0.23290734,0.23290734,0.23290734,0.23290735,37.134974,628.91317,Superterran,1.25,19.656844,19 39 24.6392,+49 03 26.8992,2.0144175,3.8321148000000003,4.101794399999999,0.45363224,0,0,Hot,0,0.29465776,1.9057,4.2910395,0.23290734
,1.18826,14.427354999999999,,,,,290.63657,48.996082,13.359,625.0,-0.01,1.09,1.09,6046.0,4.4,,0.1193373,0.1193373,0.1193373,0.1193373,99.87615,805.39765,Terran,1.09,19.375772,19 22 32.7802,+48 59 45.8952,1.4223753000000001,3.2201112999999997,3.3086594,0.43254002,0,0,Hot,0,0.30424791,1.18826,1.8034186,0.1193373
,2.1635299999999997,36.433345,,,,,294.69405,45.866837,15.246,1214.0,0.04,1.04,1.04,5870.0,4.42,,0.21786462,0.21786462,0.21786462,0.21786463,24.240094,565.29935,Superterran,1.04,19.646271,19 38 46.5754,+45 52 00.6132,1.1505558999999999,2.8961272,2.4073408,0.45275843,0,0,Hot,0,0.29890307,2.1635299999999997,5.322616099999999,0.21786462
,2.92581,82.177374,,,,,295.94827000000004,44.753124,15.292,1714.0,0.03,1.18,1.28,6214.0,4.29,,0.39081548,0.39081548,0.39081548,0.39081549,14.330128,495.68688,Neptunian,1.28,19.729885999999997,19 43 47.5892,+44 45 11.2464,2.1887369999999997,3.9944829,4.5340369,0.44932477,0,0,Hot,0,0.29404799,2.92581,8.8854055,0.39081548
,1.67029,10.358632,,,,,284.5321,43.989956,15.408,1218.0,0.06,0.98,0.96,5663.0,4.47,,0.092353465,0.092353465,0.092353465,0.092353467,99.565979,804.77162,Superterran,0.96,18.968807,18 58 07.7066,+43 59 23.8416,0.84921442,2.4881265,1.6538218999999996,0.45774074,0,0,Hot,0,0.28458737,1.67029,3.4303812999999996,0.092353465
