,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
1157,Kepler-506 b,0,,0.244,6.883405499999999,,18 58 32,+40 43 11,1.19,1.19,6236.0,Confirmed planets
1158,Kepler-1588 b,0,,0.068,7.84931739,,19 12 56,+48 00 08,0.96,0.99,5817.0,Confirmed planets
1159,HIP 107773 b,0,1.98,,144.3,,21 50 00.12563,-64 42 45.1275,2.42,11.6,4945.0,Confirmed planets
1160,Kepler-1086 b,0,,0.218,18.78425728,,19 41 00,+45 50 35,0.7,0.66,4350.0,Confirmed planets
1161,Kepler-1086 c,0,,0.262,161.5163345,,19 41 00,+45 50 35,0.7,0.66,4350.0,Confirmed planets
1162,KELT-18 b,0,1.18,1.57,2.8717517999999997,,14 26 06,+59 26 39,1.524,1.9080000000000001,6670.0,Confirmed planets
1163,HD 93385 b,0,0.0263,,13.186,851.8,10 46 15,-41 27 52,,,5940.0,Confirmed planets
1164,HD 93385 c,0,0.0318,,46.025,560.1,10 46 15,-41 27 52,,,5940.0,Confirmed planets
1165,Kepler-789 b,0,,0.18899999999999997,8.63847725,,19 43 54,+38 56 48,1.01,1.02,5870.0,Confirmed planets
1166,HD 155233 b,0,2.0,,885.0,,17 11 04.36474,-20 39 16.4509,1.5,5.03,4845.0,Confirmed planets
1167,EPIC 201295312 b,0,,0.2453,5.65639,,11 36 02.791,-02 31 15.17,1.13,1.52,5830.0,Confirmed planets
1168,Kepler-873 b,0,,0.335,20.5533844,,19 45 37,+51 16 17,1.18,1.27,6163.0,Confirmed planets
1169,Kepler-1389 b,0,,0.158,99.25309509999998,,19 02 52,+44 45 30,0.81,0.74,5078.0,Confirmed planets
1170,Kepler-16 (AB) b,1,0.33299999999999996,0.7538,228.77599999999998,,19 16 18,+51 45 27,,,,"Confirmed planets, Planets in binary systems, P-type"
1171,Kepler-501 b,0,,0.384,5.64067757,,19 48 48,+41 43 49,1.03,1.04,5904.0,Confirmed planets
1172,Kepler-516 b,0,,0.512,24.85462415,,19 42 26,+38 44 09,1.62,2.02,7099.0,Confirmed planets
1173,KELT-6 b,0,0.442,1.18,7.845582,,13 03 55.648,+30 38 24.18,1.126,1.5290000000000001,6272.0,Confirmed planets
1174,KELT-6 c,0,3.71,,1276.0,,13 03 55.648,+30 38 24.18,1.126,1.5290000000000001,6272.0,Confirmed planets
1175,HAT-P-16 b,2,4.1930000000000005,1.19,2.7759712000000003,1567.0,00 38 18,+42 27 47,1.216,1.158,6140.0,"Confirmed planets, Planets in binary systems, S-type"
1176,XO-2S b,2,0.259,,18.157,,07 48 07.479,+50 13 03.25,0.98,1.02,5395.0,"Confirmed planets, Planets in binary systems, S-type"
1177,XO-2S c,2,1.37,,120.8,,07 48 07.479,+50 13 03.25,0.98,1.02,5395.0,"Confirmed planets, Planets in binary systems, S-type"
1178,XO-2N b,2,0.597,0.973,2.61585922,,07 48 07.479,+50 13 03.25,0.97,1.01,5332.0,"Confirmed planets, Planets in binary systems, S-type"
1179,XO-2N c,2,,,,,07 48 07.479,+50 13 03.25,0.97,1.01,5332.0,"Controversial, Planets in binary systems, S-type"
1180,Kepler-730 b,0,,0.8220000000000001,6.49168426,,19 02 13,+45 34 44,1.0,1.01,5726.0,Confirmed planets
1181,EPIC 210490365 b,0,,0.306,3.484552,,04 13 05.61,+15 14 52.00,0.294,0.295,3180.0,"Confirmed planets, Planets in open clusters"
1182,Kepler-696 b,0,,0.5479999999999999,4.19042557,,19 33 59,+41 08 15,1.06,1.08,5903.0,Confirmed planets
1183,Kepler-842 b,0,,0.14300000000000002,1.21956827,,19 29 19,+49 39 13,0.78,0.73,4848.0,Confirmed planets
1184,Kepler-567 b,0,,0.201,16.54297375,,19 50 41,+48 18 08,0.84,0.79,5148.0,Confirmed planets
1185,OGLE-TR-111 b,0,0.54,1.077,4.01451,940.0,10 53 18,-61 24 20,0.82,0.831,5070.0,Confirmed planets
1186,HD 33844 b,0,1.92,,547.9,,05 12 36.10097,-14 57 04.0084,1.78,5.29,4861.0,Confirmed planets
1187,HD 33844 c,0,1.68,,924.3,,05 12 36.10097,-14 57 04.0084,1.78,5.29,4861.0,Confirmed planets
1188,EPIC 201629650 b,2,,0.174,39.91488,511.0,11 20 37.327,+02 30 09.71,0.8,0.78,5698.0,"Confirmed planets, Planets in binary systems, S-type"
1189,Kepler-1358 b,0,,0.1,7.06317341,,19 04 41,+43 00 32,0.82,0.79,5181.0,Confirmed planets
1190,Kepler-1259 b,0,,0.128,0.66308526,,19 51 22,+46 58 04,0.8,0.77,5053.0,Confirmed planets
1191,Kepler-1445 b,0,,0.086,10.60052251,,18 40 59.9,+43 54 54,1.13,1.26,6150.0,Confirmed planets
1192,Kepler-300 c,0,,0.20504,40.714954999999996,,19 41 09,+48 35 58,1.035,0.9,5986.0,Confirmed planets
1193,Kepler-300 b,0,,0.15219000000000002,10.446347,,19 41 09,+48 35 58,1.035,0.9,5986.0,Confirmed planets
1194,Kepler-1046 b,0,,0.153,14.37508035,,19 47 01,+46 59 54,1.04,1.04,5913.0,Confirmed planets
1195,HD 11977 b,0,6.5,,621.6,,01 54 56,-67 38 50,2.31,13.0,4975.0,Confirmed planets
1196,Kepler-586 b,0,,0.249,2.10472218,,19 32 14,+45 33 04,0.94,0.92,5575.0,Confirmed planets
1197,Kepler-319 c,0,,0.23967,6.941357000000001,,19 15 14,+39 46 14,0.96,0.903,5526.0,Confirmed planets
1198,Kepler-319 d,0,,0.20869000000000001,31.781925,,19 15 14,+39 46 14,0.96,0.903,5526.0,Confirmed planets
1199,Kepler-319 b,0,,0.14854,4.362705,,19 15 14,+39 46 14,0.96,0.903,5526.0,Confirmed planets
1200,Kepler-1598 b,0,,0.085,4.34195123,,19 13 53,+46 47 01,1.07,1.09,5940.0,Confirmed planets
1201,Kepler-1305 b,0,,0.168,13.563097199999998,,19 49 21,+46 20 50,0.97,0.96,5701.0,Confirmed planets
1202,Kepler-387 b,0,,0.09386,6.7916360000000005,,19 11 11,+45 39 24,1.13,1.046,5774.0,Confirmed planets
1203,Kepler-387 c,0,,0.08111,11.837549000000001,,19 11 11,+45 39 24,1.13,1.046,5774.0,Confirmed planets
1204,HAT-P-65 b,0,0.527,1.89,2.6054552,,21 03 37,+11 59 22,1.212,1.86,5835.0,Confirmed planets
1205,Kepler-1509 b,0,,0.165,25.433819699999997,,18 55 11,+46 55 52,1.0,0.99,5780.0,Confirmed planets
1206,Kepler-980 b,0,,0.23800000000000002,11.55102504,,19 38 27,+45 03 37,1.05,1.06,5935.0,Confirmed planets
1207,Kepler-46 b,0,,0.65705,33.601528,543.0,19 17 04,+42 36 15,0.82,0.79,5309.0,Confirmed planets
1208,Kepler-46 c,0,0.376,,57.011,455.0,19 17 04,+42 36 15,0.82,0.79,5309.0,Confirmed planets
1209,Kepler-46 d,0,,0.14945,6.766589,793.0,19 17 04,+42 36 15,0.82,0.79,5309.0,Confirmed planets
1210,Kepler-1426 b,0,,0.139,14.256322699999998,,19 30 11,+49 25 01,1.02,1.02,5831.0,Confirmed planets
1211,Kepler-1159 b,0,,0.21100000000000002,22.70816791,,19 37 04,+45 12 16,1.19,1.28,6217.0,Confirmed planets
1212,Kepler-136 b,0,,0.18682,11.5789,,19 45 52.158,+42 35 55.73,1.204,1.355,6165.0,Confirmed planets
1213,Kepler-136 c,0,,0.18135,16.399235,,19 45 52.158,+42 35 55.73,1.204,1.355,6165.0,Confirmed planets
1214,Kepler-1260 b,0,,0.158,19.1187753,,19 42 22,+42 33 19,1.06,1.08,5961.0,Confirmed planets
1215,Kepler-1257 b,0,,0.136,2.66831376,,19 44 18,+45 37 37,0.9,0.87,5502.0,Confirmed planets
1216,Kepler-134 b,0,,0.18225999999999998,5.317429,,18 58 57,+49 35 54,1.01,1.176,5983.0,Confirmed planets
1217,Kepler-134 c,0,,0.11482,10.105785000000001,,18 58 57,+49 35 54,1.01,1.176,5983.0,Confirmed planets
1218,Kepler-767 b,0,,0.5920000000000001,161.5280101,,19 26 19,+38 02 09,0.96,0.94,5694.0,Confirmed planets
1219,Kepler-217 b,0,,0.20322,5.374943,,19 32 09,+46 16 39,1.383,1.7990000000000002,6171.0,Confirmed planets
1220,Kepler-217 c,0,,0.16859000000000002,8.586003999999999,,19 32 09,+46 16 39,1.383,1.7990000000000002,6171.0,Confirmed planets
1221,Kepler-217 d,0,,0.11800000000000001,3.88689525,,19 32 09,+46 16 39,1.383,1.7990000000000002,6171.0,Confirmed planets
1222,HD 218566 b,0,0.21,,225.7,,23 09 10.72771,-02 15 38.6775,0.85,0.86,4820.0,Confirmed planets
1223,Kepler-712 b,0,,0.304,21.02247699,,19 39 38,+42 56 07,0.84,0.78,5148.0,Confirmed planets
1224,Kepler-712 c,0,,0.433,226.89047000000002,,19 39 38,+42 56 07,0.84,0.78,5148.0,Confirmed planets
1225,Kepler-503 b,0,,0.5589999999999999,7.25844721,,19 22 33,+38 42 28,1.01,1.01,5754.0,Confirmed planets
1226,Kepler-1023 b,0,,0.235,62.1387714,,19 16 07,+49 46 11,0.93,0.89,5494.0,Confirmed planets
1227,Kepler-1296 b,0,,0.081,8.3839865,,19 28 30,+41 24 28,0.87,0.83,5359.0,Confirmed planets
1228,Kepler-1021 b,0,,0.20800000000000002,13.47469571,,19 40 49,+42 33 35,0.89,0.86,5431.0,Confirmed planets
1229,Kepler-848 b,0,,0.152,6.91134416,,19 33 09,+48 48 42,1.01,1.2,5695.0,Confirmed planets
1230,Kepler-143 c,0,,0.30711,27.082511,,19 52 16,+49 24 45,1.008,1.359,5848.0,Confirmed planets
1231,Kepler-143 b,0,,0.21961999999999998,16.007583,,19 52 16,+49 24 45,1.008,1.359,5848.0,Confirmed planets
1232,Kepler-1081 b,0,,0.09,3.85691855,,19 17 47,+41 19 04,0.88,0.84,5345.0,Confirmed planets
1233,Kepler-647 b,0,,0.10400000000000001,16.225464900000002,,18 59 09,+44 35 30,1.03,1.07,6020.0,Confirmed planets
1234,Kepler-796 b,0,,0.11599999999999999,6.40087618,,19 09 14,+39 08 41,0.93,1.09,5475.0,Confirmed planets
1235,Kepler-1549 b,0,,0.22899999999999998,214.886545,,19 04 13,+39 05 46,0.88,0.84,5324.0,Confirmed planets
1236,Kepler-311 b,0,,0.15492,9.176092,,18 48 14,+47 05 07,,1.188,5905.0,Confirmed planets
1237,Kepler-311 c,0,,0.13032,19.738286,,18 48 14,+47 05 07,,1.188,5905.0,Confirmed planets
1238,WASP-1 b,2,0.8540000000000001,1.483,2.5199464,1644.3,00 20 40,+31 59 24,1.24,1.47,6160.0,"Confirmed planets, Planets in binary systems, S-type"
1239,HD 13908 b,0,0.865,,19.382,,02 18 14.56056,+65 35 39.6988,1.29,1.67,6255.0,Confirmed planets
1240,HD 13908 c,0,5.13,,931.0,,02 18 14.56056,+65 35 39.6988,1.29,1.67,6255.0,Confirmed planets
1241,KIC 9632895 b,1,0.019503,0.561818,240.503,,18 52 58,+46 22 42,,,,"Confirmed planets, Planets in binary systems, P-type"
1242,SAND364 b,0,1.54,,121.71,,08 49 56.5208,+11 41 32.989,1.35,21.8,4284.0,"Confirmed planets, Planets in open clusters"
1243,Kepler-1126 b,0,,0.154,108.593329,,19 02 46,+45 41 22,0.92,0.93,5798.0,Confirmed planets
1244,WASP-76 b,0,0.92,1.83,1.809886,2160.0,01 46 31.86,+02 42 02,1.46,1.73,6250.0,Confirmed planets
1245,Kepler-315 b,0,,0.34356,96.101141,,19 52 05,+43 21 48,,1.037,5796.0,Confirmed planets
1246,Kepler-315 c,0,,0.37819,265.469335,,19 52 05,+43 21 48,,1.037,5796.0,Confirmed planets
1247,HAT-P-26 b,0,0.059000000000000004,0.565,4.234516,907.4,14 12 37.54,+04 03 36.13,0.816,0.7879999999999999,5079.0,Confirmed planets
1248,HD 72659 b,0,3.15,,3658.0,139.5,08 34 03,-01 34 05,0.95,1.36,5926.0,Confirmed planets
1249,Kepler-1395 b,0,,0.071,3.78470649,,19 29 21,+47 39 51,1.17,1.23,6138.0,Confirmed planets
1250,Kepler-243 b,0,,0.22326999999999997,5.7154419999999995,,19 00 26,+42 02 02,0.789,0.8420000000000001,5228.0,Confirmed planets
1251,Kepler-243 c,0,,0.18135,20.026218,,19 00 26,+42 02 02,0.789,0.8420000000000001,5228.0,Confirmed planets
1252,Kepler-962 b,0,,0.17600000000000002,12.05707239,,19 41 15,+46 14 15,0.93,0.86,5478.0,Confirmed planets
1253,Kepler-286 b,0,,0.113,1.796302,,19 22 42,+48 17 39,1.03,0.863,5580.0,Confirmed planets
1254,Kepler-286 c,0,,0.12485,3.468095,,19 22 42,+48 17 39,1.03,0.863,5580.0,Confirmed planets
1255,Kepler-286 d,0,,0.1212,5.914323,,19 22 42,+48 17 39,1.03,0.863,5580.0,Confirmed planets
1256,Kepler-286 e,0,,0.1613,29.221289000000002,,19 22 42,+48 17 39,1.03,0.863,5580.0,Confirmed planets
1257,HIP 67851 b,0,1.38,,88.9,,13 53 52.06197,-35 18 51.7033,1.3,5.87,4805.0,Confirmed planets
1258,HIP 67851 c,0,5.98,,2131.8,,13 53 52.06197,-35 18 51.7033,1.3,5.87,4805.0,Confirmed planets
1259,Kepler-1412 b,0,,0.07400000000000001,3.6146051,,19 28 43,+49 12 09,1.06,1.27,5880.0,Confirmed planets
1260,Kepler-1398 b,0,,0.08,2.78815679,,19 39 28,+48 38 20,1.13,1.18,6126.0,Confirmed planets
1261,Kepler-1398 c,0,,0.092,4.13827595,,19 39 28,+48 38 20,1.13,1.18,6126.0,Confirmed planets
1262,Kepler-446 b,0,,0.136695,1.565409,,18 49 00.051,+44 55 15.99,0.22,0.24,3359.0,Confirmed planets
1263,Kepler-446 c,0,,0.101155,3.036179,,18 49 00.051,+44 55 15.99,0.22,0.24,3359.0,Confirmed planets
1264,Kepler-446 d,0,,0.123026,5.148921,,18 49 00.051,+44 55 15.99,0.22,0.24,3359.0,Confirmed planets
1265,Kepler-1494 b,0,,0.27399999999999997,91.08048199999999,,18 50 38,+43 09 45,0.96,0.94,5659.0,Confirmed planets
1266,HD 24064 b,0,9.4,,536.6,,03 56 36.297,+74 04 48.12,1.0,38.0,4052.5,Confirmed planets
1267,Kepler-321 c,0,,0.21141999999999997,13.093921,,19 37 48,+44 08 45,0.898,1.194,5740.0,Confirmed planets
1268,Kepler-321 b,0,,0.1613,4.915379,,19 37 48,+44 08 45,0.898,1.194,5740.0,Confirmed planets
1269,GJ 27.1 b,0,0.0409,,15.819,,00 39 58.82591,-44 15 11.5985,0.53,,3542.0,Controversial
1270,Kepler-119 b,0,,0.32807,2.422082,,19 43 47,+42 39 32,0.9179999999999999,0.8390000000000001,5595.0,Confirmed planets
1271,Kepler-119 c,0,,0.08384,4.125103,,19 43 47,+42 39 32,0.9179999999999999,0.8390000000000001,5595.0,Confirmed planets
1272,Kepler-801 b,0,,0.17800000000000002,11.41928253,,19 04 18,+44 39 53,0.67,0.63,4435.0,Confirmed planets
1273,Kepler-1045 b,0,,0.24,26.41045478,,18 56 44,+45 04 27,0.86,0.82,5301.0,Confirmed planets
1274,Kepler-1423 b,0,,0.095,23.955378,,19 12 59,+41 06 36,0.79,0.75,4939.0,Confirmed planets
1275,Kepler-1501 b,0,,0.139,14.5564533,,19 19 40,+42 00 05,1.2,1.3,6229.0,Confirmed planets
1276,Kepler-676 b,0,,0.271,11.59822172,,19 44 53,+50 17 14,0.51,0.49,3701.0,Confirmed planets
1277,Kepler-1416 b,0,,0.079,1.49514952,,19 54 39,+43 53 39,1.09,1.15,6019.0,Confirmed planets
1278,AB Pic b,0,12.0,1.55,,1750.0,06 19 12,-58 03 15,,,4875.0,Confirmed planets
1279,Kepler-487 b,0,,1.0190000000000001,15.3587684,,19 41 09,+41 13 19,0.91,0.88,5444.0,Confirmed planets
1280,Kepler-487 c,0,,0.239,38.6519976,,19 41 09,+41 13 19,0.91,0.88,5444.0,Confirmed planets
1281,UScoCTIO 108 b,0,14.0,,,2350.0,16 05 54,-18 18 43,0.057,,2700.0,Confirmed planets
1282,Kepler-251 c,0,,0.25243000000000004,16.514043,,19 46 15,+44 06 21,0.96,0.89,5526.0,Confirmed planets
1283,Kepler-251 d,0,,0.25243000000000004,30.133001,,19 46 15,+44 06 21,0.96,0.89,5526.0,Confirmed planets
1284,Kepler-251 b,0,,0.1212,4.790936,,19 46 15,+44 06 21,0.96,0.89,5526.0,Confirmed planets
1285,Kepler-251 e,0,,0.25243000000000004,99.64016099999999,,19 46 15,+44 06 21,0.96,0.89,5526.0,Confirmed planets
1286,Kepler-485 b,0,,1.286,3.2432597999999997,,19 39 59,+50 28 12,1.07,1.09,5958.0,Confirmed planets
1287,Kepler-735 b,0,,0.263,11.51516988,,18 58 45,+46 10 20,0.85,0.8,5107.0,Confirmed planets
1288,Kepler-999 b,0,,0.209,5.99185702,,19 58 39,+46 11 54,1.29,1.65,6237.0,Confirmed planets
1289,Kepler-592 b,0,,0.213,2.82019241,,19 03 10,+48 40 60,1.04,1.04,5913.0,Confirmed planets
1290,Kepler-1088 b,0,,0.127,23.12748644,,18 46 15,+42 27 02,1.08,1.08,5975.0,Confirmed planets
1291,eps Eridani b,0,0.645,,2651.0,,03 32 55.84496,-09 27 29.7312,0.82,0.743,5135.0,Controversial
1292,WASP-3 b,2,2.06,1.454,1.8468372,1825.6,18 34 32,+35 39 42,1.24,1.31,6400.0,"Confirmed planets, Planets in binary systems, S-type"
1293,Kepler-1209 b,0,,0.135,25.369116,,19 10 20,+49 09 17,1.23,1.38,6210.0,Confirmed planets
1294,HD 102272 b,0,5.9,,127.58,877.6,11 46 24,+14 07 26,1.9,10.1,4908.0,Confirmed planets
1295,HD 102272 c,0,2.6,,520.0,530.8,11 46 24,+14 07 26,1.9,10.1,4908.0,Confirmed planets
1296,HD 81688 b,0,2.7,,184.02,,09 28 39.98840,+45 36 05.3344,2.1,13.0,4753.0,Confirmed planets
1297,Kepler-1504 b,0,,0.19,82.30400300000001,,19 18 51,+50 07 42,0.85,0.81,5393.0,Confirmed planets
1298,Kepler-744 b,0,,0.145,12.06222443,,19 45 59,+47 10 58,0.94,0.93,5594.0,Confirmed planets
1299,Kepler-593 b,0,,0.256,21.21708973,,19 39 48,+48 39 04,1.08,1.1,5967.0,Confirmed planets
1300,HAT-P-24 b,2,0.685,1.242,3.3552400000000002,1495.0,07 15 18,+14 15 44,1.1909999999999998,1.317,6329.0,"Confirmed planets, Planets in binary systems, S-type"
1301,Kepler-107 e,0,,0.3144,14.749049,,19 48 06,+48 12 30,1.183,1.411,5851.0,Confirmed planets
1302,Kepler-107 c,0,,0.16495,4.901425,,19 48 06,+48 12 30,1.183,1.411,5851.0,Confirmed planets
1303,Kepler-107 b,0,,0.14215999999999998,3.179997,,19 48 06,+48 12 30,1.183,1.411,5851.0,Confirmed planets
1304,Kepler-107 d,0,,0.09751,7.958203,,19 48 06,+48 12 30,1.183,1.411,5851.0,Confirmed planets
1305,HD 5583 b,0,5.78,,139.35,,00 57 57,+34 59 08,1.01,9.09,4830.0,Confirmed planets
1306,Kepler-666 b,0,,0.214,4.49876092,,19 53 50,+48 47 30,1.03,1.05,5887.0,Confirmed planets
1307,Kepler-377 c,0,,0.18773,27.014976,,19 41 41,+38 44 08,1.104,1.224,5949.0,Confirmed planets
1308,Kepler-377 b,0,,0.12667,12.509528999999999,,19 41 41,+38 44 08,1.104,1.224,5949.0,Confirmed planets
1309,Kepler-303 b,0,,0.08111,1.937055,,18 52 32,+43 39 25,0.575,0.485,3944.0,Confirmed planets
1310,Kepler-303 c,0,,0.10389000000000001,7.061149,,18 52 32,+43 39 25,0.575,0.485,3944.0,Confirmed planets
1311,HD 98649 b,0,6.8,,4951.0,,11 20 52,-23 13 02,1.0,1.0,5759.0,Confirmed planets
1312,Kepler-925 b,0,,0.209,33.867853100000005,,19 20 26,+40 29 26,0.77,0.72,4673.0,Confirmed planets
1313,Kepler-1022 b,0,,0.21100000000000002,10.99469878,,19 17 24,+46 58 25,0.71,0.68,4445.0,Confirmed planets
1314,Kepler-1038 b,0,,0.315,148.4603382,,19 55 53,+44 07 57,0.87,0.83,5335.0,Confirmed planets
1315,HD 10180 b,0,0.0040894108,,1.17766,1915.3,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1316,HD 10180 c,0,0.040894099999999996,,5.75973,1128.3,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1317,HD 10180 i,0,0.00597683,,9.655,950.0,01 37 54,-60 30 42,1.06,,5911.0,Controversial
1318,HD 10180 d,0,0.03743383,,16.354,796.3,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1319,HD 10180 e,0,0.07864199999999999,,49.75,549.9,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1320,HD 10180 j,0,0.01604307,,67.55,497.2,01 37 54,-60 30 42,1.06,,5911.0,Controversial
1321,HD 10180 f,0,0.07172189999999999,,122.88,406.5,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1322,HD 10180 g,0,0.06920541,,596.0,239.0,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1323,HD 10180 h,0,0.20698699999999998,,2300.0,154.9,01 37 54,-60 30 42,1.06,,5911.0,Confirmed planets
1324,Kepler-336 d,0,,0.21598,20.678772,,19 20 57,+41 19 52,1.057,1.304,5867.0,Confirmed planets
1325,Kepler-336 c,0,,0.19137,9.600000999999999,,19 20 57,+41 19 52,1.057,1.304,5867.0,Confirmed planets
1326,Kepler-336 b,0,,0.09295,2.024823,,19 20 57,+41 19 52,1.057,1.304,5867.0,Confirmed planets
1327,HD 152581 b,0,1.5,,689.0,408.1,16 53 43,+11 58 25,0.927,2.8,5155.0,Confirmed planets
1328,Kepler-144 b,0,,0.1212,5.885273000000001,,18 47 39,+42 46 31,1.1540000000000001,1.235,6075.0,Confirmed planets
1329,Kepler-144 c,0,,0.12303,10.104664999999999,,18 47 39,+42 46 31,1.1540000000000001,1.235,6075.0,Confirmed planets
1330,Kepler-1006 b,0,,0.13699999999999998,19.76172042,,19 43 01,+42 32 15,0.78,0.74,5328.0,Confirmed planets
1331,Kepler-1087 b,0,,0.054000000000000006,0.69384285,,19 39 55,+46 00 20,0.96,0.94,5589.0,Confirmed planets
1332,HD 20868 b,0,1.99,,380.85,,03 20 42.69404,-33 43 48.3916,0.78,0.79,4795.0,Confirmed planets
1333,CoRoT-7 b,0,0.0151,0.15,0.853585,1666.1,06 43 49,-01 03 47,0.93,0.87,5313.0,Confirmed planets
1334,CoRoT-7 c,0,0.0264,,3.698,1018.8,06 43 49,-01 03 47,0.93,0.87,5313.0,Confirmed planets
1335,2M 2206-20 b,0,30.0,1.3,8686.0,,22 06 22.802,-20 47 05.90,0.13,0.11,2350.0,Confirmed planets
1336,HD 73267 b,0,3.06,,1260.0,,08 36 17.77517,-34 27 35.9219,0.89,1.04,5317.0,Confirmed planets
1337,Kepler-181 c,0,,0.18135,4.302149,,19 44 36,+50 05 44,0.853,0.7490000000000001,5333.0,Confirmed planets
1338,Kepler-181 b,0,,0.11574000000000001,3.137873,,19 44 36,+50 05 44,0.853,0.7490000000000001,5333.0,Confirmed planets
1339,Kepler-562 b,0,,0.465,18.00931444,,19 20 29,+46 16 26,0.93,0.9,5575.0,Confirmed planets
1340,Kepler-727 b,0,,0.226,5.15448442,,19 39 23,+45 02 04,0.89,0.86,5441.0,Confirmed planets
1341,WASP-123 b,0,0.92,1.327,2.977641,1510.0,19 17 55.04,-32 51 35.8,1.207,1.296,5740.0,Confirmed planets
1342,Kepler-877 b,0,,0.18899999999999997,18.45847097,,19 19 26,+46 31 22,0.85,0.81,5261.0,Confirmed planets
1343,HD 106906 b,0,11.0,,,1800.0,12 17 53.19228,-55 58 31.8890,1.5,,6516.0,Confirmed planets
1344,HAT-P-13 b,0,0.85,1.28,2.916243,1504.3,08 39 32,+47 21 07,1.22,1.56,5638.0,Confirmed planets
1345,HAT-P-13 c,0,14.5,,448.2,276.2,08 39 32,+47 21 07,1.22,1.56,5638.0,Confirmed planets
1346,Kepler-639 b,0,,0.212,10.21420496,,19 28 45,+41 43 37,1.14,1.29,5896.0,Confirmed planets
1347,EPIC 211822797 b,0,,0.2,21.169619,,08 41 38,+17 38 24,0.61,0.59,3880.0,Confirmed planets
1348,Kepler-987 b,0,,0.29100000000000004,105.30331480000001,,19 17 39,+46 07 51,0.97,0.91,5637.0,Confirmed planets
1349,Kepler-1058 b,0,,0.243,110.96546000000001,,19 38 23,+45 52 30,0.73,0.69,4644.0,Confirmed planets
1350,Kepler-326 c,0,,0.12758,4.580358,,19 37 18,+46 00 08,0.914,0.8009999999999999,5105.0,Confirmed planets
1351,Kepler-326 b,0,,0.13852,2.248329,,19 37 18,+46 00 08,0.914,0.8009999999999999,5105.0,Confirmed planets
1352,Kepler-326 d,0,,0.11027,6.766888000000001,,19 37 18,+46 00 08,0.914,0.8009999999999999,5105.0,Confirmed planets
1353,HIP 8541 b,0,5.59,,1560.0,,01 50 06,-54 32 06,1.17,7.83,4670.0,Confirmed planets
1354,HATS-34 b,0,0.941,1.43,2.1061607,,00 03 06,-62 31 50,0.955,0.98,5380.0,Confirmed planets
1355,Kepler-783 b,0,,0.07,4.29264638,,19 24 15,+47 29 05,0.93,0.89,5521.0,Confirmed planets
1356,Kepler-168 c,0,,0.24514,13.193242000000001,,19 38 50,+39 49 30,1.12,1.107,6282.0,Confirmed planets
1357,Kepler-168 b,0,,0.13305,4.425391,,19 38 50,+39 49 30,1.12,1.107,6282.0,Confirmed planets
1358,Kepler-1492 b,0,,0.133,16.75255007,,19 14 23,+41 02 11,0.77,0.72,4712.0,Confirmed planets
1359,Kepler-971 b,0,,0.19,9.59070716,,18 56 23,+41 10 58,0.88,0.85,5431.0,Confirmed planets
1360,MOA-2012-BLG-311 b,0,0.20800000000000002,,,,18 08 50,-25 57 04,,,5460.0,Controversial
1361,KIC 5951458 b,0,,0.589,1320.1,,19 15 57.979,+41 13 22.91,0.98,1.52,6258.0,Confirmed planets
1362,Kepler-967 b,0,,0.21,13.22713379,,19 06 14,+38 24 19,0.84,0.8,5178.0,Confirmed planets
1363,Kepler-967 c,0,,0.326,198.7112502,,19 06 14,+38 24 19,0.84,0.8,5178.0,Confirmed planets
1364,Kepler-124 c,0,,0.15947999999999998,13.821375,,19 07 00,+49 03 53,0.841,0.636,4984.0,Confirmed planets
1365,Kepler-124 d,0,,0.10115,30.950851,,19 07 00,+49 03 53,0.841,0.636,4984.0,Confirmed planets
1366,Kepler-124 b,0,,0.06652999999999999,3.410493,,19 07 00,+49 03 53,0.841,0.636,4984.0,Confirmed planets
1367,HD 118203 b,0,2.13,,6.1335,1408.2,13 34 02,+53 43 42,1.23,,5600.0,Confirmed planets
1368,Kepler-902 b,0,,0.22699999999999998,40.1099547,,19 18 56,+46 57 14,0.95,0.93,5647.0,Confirmed planets
1369,Kepler-6 b,0,0.67,1.3,3.234723,1374.1,19 47 21,+48 14 24,1.05,1.29,5640.0,Confirmed planets
1370,KOI-341 b,0,,0.153,4.7,,19 51 50.78,+48 14 39.7,0.892,0.946,5523.0,Confirmed planets
1371,KOI-341 c,0,,0.268,7.171,,19 51 50.78,+48 14 39.7,0.892,0.946,5523.0,Confirmed planets
1372,KELT-3 b,0,1.462,1.358,2.70339,1667.7,09 54 34.3880,+40 23 16.981,1.2819999999999998,1.482,6304.0,Confirmed planets
1373,Kepler-1135 b,0,,0.165,76.95785699999999,,19 04 01,+44 45 24,0.96,0.94,5656.0,Confirmed planets
1374,MOA-2009-BLG-319 b,0,0.157,,,,18 06 58,-26 49 11,0.38,,5150.0,Confirmed planets
