,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
936,HD 171028 b,0,1.98,,550.0,296.2,18 32 15,+06 56 45,0.99,1.95,5663.0,Confirmed planets
937,Kepler-479 b,0,,0.18899999999999997,12.49341307,,19 24 05,+37 46 11,0.86,0.81,5247.0,Confirmed planets
938,Kepler-1372 b,0,,0.113,1.31155557,,19 15 33,+44 50 22,0.98,0.97,5677.0,Confirmed planets
939,Kepler-1552 b,0,,0.22,184.771853,,19 26 42,+38 52 30,0.85,0.78,5202.0,Confirmed planets
940,HAT-P-33 b,2,0.763,1.827,3.474474,1675.2,07 32 44,+33 50 06,1.403,1.777,6446.0,"Confirmed planets, Planets in binary systems, S-type"
941,Kepler-627 b,0,,0.33299999999999996,40.699444299999996,,19 28 25,+39 46 04,1.3,1.49,6424.0,Confirmed planets
942,Kepler-121 b,0,,0.21324,3.177422,,19 04 38,+39 40 40,0.8590000000000001,0.701,5311.0,Confirmed planets
943,Kepler-121 c,0,,0.20686999999999997,41.008010999999996,,19 04 38,+39 40 40,0.8590000000000001,0.701,5311.0,Confirmed planets
944,Kepler-1083 b,0,,0.3,33.4177993,,18 52 39,+45 11 54,0.81,0.77,5049.0,Confirmed planets
945,GJ 1132 b,0,0.005096,0.10571099999999999,1.62893,,10 14 51.846,-47 09 24.47,0.18100000000000002,0.207,3270.0,Confirmed planets
946,Kepler-651 b,0,,0.21100000000000002,21.38521506,,19 09 20,+46 12 13,0.92,0.87,5522.0,Confirmed planets
947,Kepler-258 b,0,,0.36999,13.197220000000002,,19 36 16,+46 34 45,0.7,0.915,4942.0,Confirmed planets
948,Kepler-258 c,0,,0.32898,33.653079,,19 36 16,+46 34 45,0.7,0.915,4942.0,Confirmed planets
949,WASP-57 b,0,0.672,0.9159999999999999,2.838971,1251.0,14 55 16,-02 03 27,1.01,1.32,5600.0,Confirmed planets
950,Kepler-541 b,0,,0.3,5.08005848,,19 36 36,+38 27 30,1.41,2.06,6166.0,Confirmed planets
951,Kepler-937 b,0,,0.332,67.66882700000001,,19 36 41,+46 42 53,1.15,1.22,6095.0,Confirmed planets
952,Kepler-937 c,0,,0.23800000000000002,153.34336399999998,,19 36 41,+46 42 53,1.15,1.22,6095.0,Confirmed planets
953,WASP-52 b,0,0.46,1.27,1.7497798,1315.0,23 13 59,+08 45 41,0.87,0.79,5000.0,Confirmed planets
954,Kepler-615 b,0,,0.155,10.35584657,,18 49 48,+46 19 17,0.73,0.69,4655.0,Confirmed planets
955,Kepler-1450 b,0,,0.153,54.509416599999994,,19 38 13,+45 04 53,0.71,0.68,4524.0,Confirmed planets
956,Kepler-766 b,0,,0.302,6.10027804,,19 32 44,+37 58 11,1.1,1.15,5992.0,Confirmed planets
957,Kepler-343 b,0,,0.21961999999999998,8.96855,,19 27 50,+42 25 58,,1.433,5807.0,Confirmed planets
958,Kepler-343 c,0,,0.18408,23.22182,,19 27 50,+42 25 58,,1.433,5807.0,Confirmed planets
959,HD 1605 b,0,0.96,,577.9,,00 20 31.51872,+30 58 29.2948,1.31,3.8,4757.0,Confirmed planets
960,HD 1605 c,0,3.48,,2111.0,,00 20 31.51872,+30 58 29.2948,1.31,3.8,4757.0,Confirmed planets
961,HATS-16 b,0,3.27,1.3,2.686502,,23 54 14.04,-30 00 46.8,0.97,1.238,5738.0,Confirmed planets
962,HD 40307 b,0,0.01258,,4.3123,804.5,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
963,HD 40307 c,0,0.020761624,,9.6184,617.1,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
964,HD 40307 d,0,0.029884156000000002,,20.432000000000002,479.9,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
965,HD 40307 e,0,0.0110099,,34.62,401.2,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
966,HD 40307 f,0,0.01635764,,51.76,351.1,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
967,HD 40307 g,0,0.02233447,,197.8,224.0,05 54 04,-60 01 24,0.77,,4977.0,Confirmed planets
968,HD 45184 b,0,0.04,,5.8872,1045.8,06 24 44,-28 46 48,,,5940.0,Confirmed planets
969,CFBDSIR2149,3,5.5,,,,21 49 47,-04 03 08,,,,"Confirmed planets, Orphan planets"
970,HD 11506 b,0,4.21,,1627.5,200.7,01 52 50.535,-19 30 25.11,1.19,1.33,6058.0,Confirmed planets
971,HD 11506 c,0,0.36,,223.6,388.0,01 52 50.535,-19 30 25.11,1.19,1.33,6058.0,Confirmed planets
972,OGLE-2012-BLG-0358L b,0,1.85,,,,17 42 47,-24 15 40,0.022000000000000002,,,Confirmed planets
973,Kepler-1528 b,0,,0.13,1.79111021,,19 09 37,+46 34 26,1.03,1.03,5857.0,Confirmed planets
974,Kepler-1580 b,0,,0.188,56.6449279,,19 03 52,+41 21 49,1.47,2.15,6228.0,Confirmed planets
975,HATS-19 b,0,0.42700000000000005,1.66,4.569673000000001,,09 49 38,-33 46 53,1.3030000000000002,1.74,5896.0,Confirmed planets
976,Kepler-1287 b,0,,0.13699999999999998,11.47685909,,19 16 32,+47 03 47,0.96,0.94,5715.0,Confirmed planets
977,WASP-141 b,0,2.69,1.21,3.310651,,04 47 18,-17 53 05,1.25,1.37,5900.0,Confirmed planets
978,Kepler-588 b,0,,0.235,4.22162536,,18 57 02,+47 41 20,1.01,1.0,5835.0,Confirmed planets
979,PH-2 b,0,,0.9,282.5255,281.0,19 19 03,+51 57 45.36,0.94,1.0,5629.0,Confirmed planets
980,Kepler-1288 b,0,,0.1,2.76122421,,19 02 51,+41 36 21,1.2,1.29,6132.0,Confirmed planets
981,Kepler-511 b,0,,0.5670000000000001,296.637865,,18 51 47,+47 34 30,1.0,1.2,5770.0,Confirmed planets
982,Kepler-197 c,0,,0.11209000000000001,10.349695,,19 40 54.335,+50 33 32.35,0.8640000000000001,1.12,6004.0,Confirmed planets
983,Kepler-197 d,0,,0.11118,15.677563000000001,,19 40 54.335,+50 33 32.35,0.8640000000000001,1.12,6004.0,Confirmed planets
984,Kepler-197 b,0,,0.09295,5.599308000000001,,19 40 54.335,+50 33 32.35,0.8640000000000001,1.12,6004.0,Confirmed planets
985,Kepler-197 e,0,,0.08292999999999999,25.209715,,19 40 54.335,+50 33 32.35,0.8640000000000001,1.12,6004.0,Confirmed planets
986,Kepler-607 b,0,,0.078,0.6381631999999999,,19 24 14,+44 37 57,0.84,0.8,5196.0,Confirmed planets
987,Kepler-633 b,0,,0.145,8.50340718,,19 40 52,+40 35 32,1.02,1.15,5899.0,Confirmed planets
988,Kepler-1637 b,0,,0.079,6.10960324,,18 48 57,+48 09 15,1.02,1.02,5789.0,Confirmed planets
989,Kepler-765 b,0,,0.217,27.665522600000003,,18 52 44,+47 09 20,1.05,1.06,5901.0,Confirmed planets
990,CoRoT-6 b,0,2.96,1.166,8.886593,929.2,18 44 18,+06 39 48,1.05,1.025,6090.0,Confirmed planets
991,HD 221287 b,0,3.09,,456.1,259.0,23 31 20,-58 12 35,1.25,,6304.0,Confirmed planets
992,HATS-25 b,0,0.613,1.26,4.2986432,,13 51 37.87,-23 46 52.2,0.9940000000000001,1.107,5715.0,Confirmed planets
993,Kepler-1192 b,0,,0.21100000000000002,25.203478699999998,,18 48 34,+43 53 48,0.86,0.83,5438.0,Confirmed planets
994,tau Boo A b,2,6.13,,3.3124568,2000.0,13 47 15.74340,+17 27 24.8552,1.39,1.42,6399.0,"Confirmed planets, Planets in binary systems, S-type"
995,WASP-53 b,0,2.5,1.2,3.3,,,,,,5700.0,Confirmed planets
996,Kepler-1075 b,0,,0.127,1.52372816,,19 10 00,+47 28 09,0.56,0.54,3959.0,Confirmed planets
997,HIP 13044 b,0,1.25,,16.2,2011.0,02 47 37,-36 06 27,0.8,6.7,6025.0,Controversial
998,HD 45652 b,0,0.47,,43.6,472.4,06 29 13,+10 56 02,0.83,,5312.0,Confirmed planets
999,OGLE235-MOA53 b,0,2.6,,,,18 05 16,-28 53 42,0.63,,5700.0,Confirmed planets
1000,Kepler-301 b,0,,0.12303,2.508553,,18 55 55,+49 13 58,0.97,0.9,5815.0,Confirmed planets
1001,Kepler-301 d,0,,0.15947999999999998,13.751242999999999,,18 55 55,+49 13 58,0.97,0.9,5815.0,Confirmed planets
1002,Kepler-301 c,0,,0.12303,5.419026000000001,,18 55 55,+49 13 58,0.97,0.9,5815.0,Confirmed planets
1003,HD 107148 b,0,0.21,,48.056000000000004,537.4,12 19 13,-03 19 11,1.12,,5797.0,Confirmed planets
1004,Kepler-185 c,0,,0.18408,20.729042,,18 49 52,+43 53 23,0.773,0.8059999999999999,5208.0,Confirmed planets
1005,Kepler-185 b,0,,0.10662,1.6329,,18 49 52,+43 53 23,0.773,0.8059999999999999,5208.0,Confirmed planets
1006,HD 22781 b,0,13.65,,528.07,167.0,03 40 50,+31 49 35,0.75,,5027.0,Confirmed planets
1007,Kepler-694 b,0,,0.25,6.36584161,,19 24 36,+40 25 14,0.97,0.95,5700.0,Confirmed planets
1008,Kepler-140 b,0,,0.14672000000000002,3.25427,,19 09 28,+46 46 05,1.207,1.288,6077.0,Confirmed planets
1009,Kepler-140 c,0,,0.16403,91.353282,,19 09 28,+46 46 05,1.207,1.288,6077.0,Confirmed planets
1010,Kepler-680 b,0,,0.21600000000000003,3.68992629,,19 26 29,+50 37 06,1.08,1.11,5890.0,Confirmed planets
1011,Kepler-1238 b,0,,0.172,4.14787559,,19 51 37,+40 09 46,1.3,1.48,6386.0,Confirmed planets
1012,Kepler-67 b,0,,0.267923,15.7259,,19 36 37,+46 09 59,0.865,0.778,5331.0,"Confirmed planets, Planets in open clusters"
1013,Kepler-50 b,0,0.015962999999999998,0.155832,7.812539999999999,,19 12 24,+50 02 01,1.24,1.58,6225.0,Confirmed planets
1014,Kepler-50 c,0,0.026041,0.1977527,9.37647,,19 12 24,+50 02 01,1.24,1.58,6225.0,Confirmed planets
1015,HD 1502 b,0,3.1,,431.8,412.3,00 19 17,+14 03 17,1.61,4.5,5049.0,Confirmed planets
1016,HD 175541 b,0,0.61,,297.3,428.3,18 55 41,+04 15 55,1.65,3.85,5060.0,Confirmed planets
1017,OGLE-2013-BLG-0341L B b,2,0.005222,,,,17 52 07,-29 50 46,0.1127,,,"Confirmed planets, Planets in binary systems, S-type"
1018,42 Dra b,0,3.88,,479.1,,18 25 59.13734,+65 33 48.5288,0.98,22.03,4200.0,Confirmed planets
1019,Kepler-1367 b,0,,0.08199999999999999,1.57409027,,19 13 40,+47 52 43,0.62,0.6,4106.0,Confirmed planets
1020,HD 99109 b,0,0.502,,439.3,231.3,11 24 17,-01 31 44,0.93,,5272.0,Confirmed planets
1021,Kepler-636 b,0,,0.397,16.08066115,,19 34 22,+41 05 43,0.85,0.8,5203.0,Confirmed planets
1022,HD 136352 b,0,0.0166,,11.577,842.3,15 21 48,-48 19 03,,,5940.0,Confirmed planets
1023,HD 136352 c,0,0.0358,,27.581999999999997,630.8,15 21 48,-48 19 03,,,5940.0,Confirmed planets
1024,HD 136352 d,0,0.03,,106.72,397.3,15 21 48,-48 19 03,,,5940.0,Confirmed planets
1025,Kepler-1376 b,0,,0.094,5.30880656,,19 07 50,+42 32 29,0.98,0.97,5659.0,Confirmed planets
1026,HD 86226 b,0,0.92,,1695.0,154.0,09 56 30,-24 05 58,1.06,1.02,5940.0,Confirmed planets
1027,Kepler-1234 b,0,,0.251,11.94014029,,19 10 05,+51 22 33,0.8,0.76,4967.0,Confirmed planets
1028,GJ 3138 b,0,0.0132,,5.974,,02 09 11,-16 39 37,0.6809999999999999,0.5,3717.0,Confirmed planets
1029,GJ 3138 c,0,0.0056,,1.22003,,02 09 11,-16 39 37,0.6809999999999999,0.5,3717.0,Confirmed planets
1030,GJ 3138 d,0,0.033,,257.8,,02 09 11,-16 39 37,0.6809999999999999,0.5,3717.0,Confirmed planets
1031,HD 125595 b,0,0.042,,9.6737,584.9,14 21 23,-40 23 38,0.7559999999999999,,4908.0,Confirmed planets
1032,Kepler-492 b,0,,0.856,11.72012266,,19 41 59,+42 32 16,0.94,0.91,5527.0,Confirmed planets
1033,Kepler-424 b,0,1.03,0.89,3.3118644,1143.0,19 54 29,+48 34 38,1.01,0.94,5460.0,Confirmed planets
1034,Kepler-424 c,0,6.97,,223.3,,19 54 29,+48 34 38,1.01,0.94,5460.0,Confirmed planets
1035,Kepler-867 b,0,,0.414,150.242127,,19 09 08,+51 14 60,0.92,0.91,5541.0,Confirmed planets
1036,Kepler-236 c,0,,0.18225999999999998,23.968127,,18 55 27,+39 53 53,0.5489999999999999,0.51,3750.0,Confirmed planets
1037,Kepler-236 b,0,,0.14307,8.295611,,18 55 27,+39 53 53,0.5489999999999999,0.51,3750.0,Confirmed planets
1038,Kepler-814 b,0,,0.18899999999999997,6.146985099999999,,18 59 39,+48 25 54,1.15,1.22,6162.0,Confirmed planets
1039,Kepler-231 c,0,,0.17588,19.271566,,19 35 53,+50 31 54,0.58,0.49,3767.0,Confirmed planets
1040,Kepler-231 b,0,,0.15766,10.065275,,19 35 53,+50 31 54,0.58,0.49,3767.0,Confirmed planets
1041,Kepler-718 b,0,,1.4769999999999999,2.0523499,,19 58 15,+43 30 13,1.18,1.3,6191.0,Confirmed planets
1042,Oph 11 B,0,21.0,,,2478.0,16 22 25,-24 05 14,0.051,,2838.0,Confirmed planets
1043,CoRoT-14 b,0,7.6,1.09,1.51214,1781.4,06 53 42,-05 32 10,1.13,1.21,6035.0,Confirmed planets
1044,Kepler-497 b,0,,0.539,3.57320367,,19 23 04,+38 55 41,1.09,1.11,5834.0,Confirmed planets
1045,Kepler-332 b,0,,0.10662,7.626324,,19 06 39,+47 24 49,,0.72,4955.0,Confirmed planets
1046,Kepler-332 c,0,,0.09933,15.995622000000001,,19 06 39,+47 24 49,,0.72,4955.0,Confirmed planets
1047,Kepler-332 d,0,,0.10753,34.21154,,19 06 39,+47 24 49,,0.72,4955.0,Confirmed planets
1048,HD 39392 b,0,13.2,,394.3,,05 53 19,+22 04 20,1.08,,5951.0,Controversial
1049,Kepler-788 b,0,,0.22699999999999998,8.39846269,,19 20 00,+38 32 24,1.16,1.23,6159.0,Confirmed planets
1050,WASP-75 b,0,1.07,1.27,2.484193,1710.0,22 49 33,-10 40 32,1.14,1.26,6100.0,Confirmed planets
1051,HD 221585 b,0,1.61,,1173.0,,23 32 54,+63 09 20,1.19,,5620.0,Confirmed planets
1052,Gliese 163 b,0,0.033344,,8.63182,,04 09 15.66350,-53 22 23.3050,0.4,,,Confirmed planets
1053,Gliese 163 c,0,0.021391,,25.63058,302.0,04 09 15.66350,-53 22 23.3050,0.4,,,Confirmed planets
1054,Gliese 163 d,0,0.092484,,,,04 09 15.66350,-53 22 23.3050,0.4,,,Confirmed planets
1055,Kepler-291 b,0,,0.19684000000000001,3.546511,,19 11 39,+42 26 14,1.01,1.016,6002.0,Confirmed planets
1056,Kepler-291 c,0,,0.17132,5.700786,,19 11 39,+42 26 14,1.01,1.016,6002.0,Confirmed planets
1057,Kepler-898 b,0,,0.133,5.8706191,,19 06 20,+46 52 15,0.65,0.62,4223.0,Confirmed planets
1058,KELT-15 b,0,0.91,1.443,3.3294410000000005,1642.0,07 49 39.601,-52 07 13.55,1.181,1.4809999999999999,6003.0,Confirmed planets
1059,Kepler-100 c,0,,0.200487,12.8159,,19 25 32,+41 59 24,1.08,1.49,5825.0,Confirmed planets
1060,Kepler-100 b,0,0.0231,0.12029200000000001,6.88705,,19 25 32,+41 59 24,1.08,1.49,5825.0,Confirmed planets
1061,Kepler-100 d,0,,0.14672000000000002,35.3331,,19 25 32,+41 59 24,1.08,1.49,5825.0,Confirmed planets
1062,Kepler-406 b,0,0.019975,0.13031600000000002,2.4262900000000003,,19 27 24,+44 58 05,1.07,1.07,5538.0,Confirmed planets
1063,Kepler-406 c,0,0.008525,0.077461,4.62332,,19 27 24,+44 58 05,1.07,1.07,5538.0,Confirmed planets
1064,Kepler-24 c,0,,0.36179,12.33336,,19 21 39,+38 20 37,1.02,1.2890000000000001,5897.0,Confirmed planets
1065,Kepler-24 b,0,,0.31258,8.145207000000001,,19 21 39,+38 20 37,1.02,1.2890000000000001,5897.0,Confirmed planets
1066,Kepler-24 e,0,,0.25334,18.998355,,19 21 39,+38 20 37,1.02,1.2890000000000001,5897.0,Confirmed planets
1067,Kepler-24 d,0,,0.15219000000000002,4.244383999999999,,19 21 39,+38 20 37,1.02,1.2890000000000001,5897.0,Confirmed planets
1068,Kepler-1643 b,0,,0.205,5.34264507,,20 01 43,+44 45 04,0.92,0.88,5508.0,Confirmed planets
1069,Kepler-1293 b,0,,0.087,5.57654784,,19 20 06,+48 20 09,1.18,1.28,6241.0,Confirmed planets
1070,Kepler-1410 b,0,,0.159,60.866168,,19 22 02,+38 44 37,0.63,0.6,4092.0,Confirmed planets
1071,HD 188015 A b,2,1.26,,456.46,,19 52 04,+28 06 01,1.09,1.1,,"Confirmed planets, Planets in binary systems, S-type"
1072,Kepler-970 b,0,,0.247,16.73652231,,19 18 30,+40 42 31,0.7,0.67,4511.0,Confirmed planets
1073,WASP-54 b,0,0.636,1.653,3.6936411,1759.0,13 41 49,-00 07 41,1.15,1.4,6100.0,Confirmed planets
1074,Kepler-536 b,0,,0.27699999999999997,1.8270823,,19 50 57,+49 38 14,0.92,0.89,5524.0,Confirmed planets
1075,HD 108341 b,0,3.5,,1129.0,,12 27 31.38999,-71 25 22.7053,0.843,0.79,5122.0,Confirmed planets
1076,Kepler-895 b,0,,0.13699999999999998,2.80624233,,19 17 10,+51 24 32,0.65,0.61,4315.0,Confirmed planets
1077,EPIC 201613023 b,0,,0.214,8.282119999999999,1003.0,11 32 46.089,+02 14 41.58,1.01,1.01,5800.0,Confirmed planets
1078,Kepler-1510 b,0,,0.3,84.703921,,19 55 50,+48 15 28,1.19,1.28,6200.0,Confirmed planets
1079,Kepler-172 b,0,,0.21416,2.940309,,18 53 28,+41 49 18,0.85,1.085,5526.0,Confirmed planets
1080,Kepler-172 c,0,,0.26063000000000003,6.388996,,18 53 28,+41 49 18,0.85,1.085,5526.0,Confirmed planets
1081,Kepler-172 d,0,,0.20504,14.627119,,18 53 28,+41 49 18,0.85,1.085,5526.0,Confirmed planets
1082,Kepler-172 e,0,,0.25151999999999997,35.118736,,18 53 28,+41 49 18,0.85,1.085,5526.0,Confirmed planets
1083,OGLE-2013-BLG-1761L b,0,2.8,,,,17 53 38,-28 06 17,0.33,,,Confirmed planets
1084,Kepler-1321 b,0,,0.439,11.12830484,,19 38 07,+46 38 27,0.54,0.53,4094.0,Confirmed planets
1085,Kepler-1321 c,0,,0.214,2.22649109,,19 38 07,+46 38 27,0.54,0.53,4094.0,Confirmed planets
1086,Kepler-212 c,0,,0.2497,31.805173999999997,,19 10 28,+43 08 29,1.166,1.455,5852.0,Confirmed planets
1087,Kepler-212 b,0,,0.09933,16.257582,,19 10 28,+43 08 29,1.166,1.455,5852.0,Confirmed planets
1088,Kepler-1189 b,0,,0.158,3.78858982,,19 53 42,+47 56 48,1.11,1.16,6012.0,Confirmed planets
1089,Kepler-1476 b,0,,0.149,10.35863224,,18 58 08,+43 59 24,0.98,0.96,5663.0,Confirmed planets
1090,HD 88133 b,0,0.22,,3.4160000000000004,1550.6,10 10 07,+18 11 12,1.2,1.93,5494.0,Confirmed planets
1091,WASP-46 b,0,2.101,1.31,1.4303700000000001,1516.6,21 14 57,-55 52 18,0.956,0.917,5620.0,Confirmed planets
1092,Kepler-946 b,0,,0.172,11.79162572,,20 03 43,+44 01 44,0.94,0.93,5665.0,Confirmed planets
1093,HD 102329 b,0,5.9,,778.1,376.0,11 46 46,+03 28 27,1.95,6.3,4830.0,Confirmed planets
1094,alf Tau b,2,6.47,,628.96,,04 35 55.20,+16 30 35.1,1.13,45.1,4055.0,"Controversial, Planets in binary systems, S-type"
1095,Kepler-1623 b,0,,0.11699999999999999,4.36128348,,19 36 20,+39 33 22,1.0,1.0,5772.0,Confirmed planets
1096,HIP 91258 b,0,1.068,,5.0505,,18 36 53.15422,+61 42 09.0124,0.95,1.0,5519.0,Confirmed planets
1097,Kepler-356 c,0,,0.16495,13.121632,,19 29 41,+37 40 58,1.13,1.335,6133.0,Confirmed planets
1098,Kepler-356 b,0,,0.14307,4.612696,,19 29 41,+37 40 58,1.13,1.335,6133.0,Confirmed planets
1099,Kepler-187 c,0,,0.24331999999999998,10.640263000000001,,19 59 11,+44 05 21,1.0,1.287,6105.0,Confirmed planets
1100,Kepler-187 b,0,,0.12849000000000002,4.938864,,19 59 11,+44 05 21,1.0,1.287,6105.0,Confirmed planets
1101,Kepler-1429 b,0,,0.115,4.48487493,,19 01 28,+49 02 42,1.05,1.07,5902.0,Confirmed planets
1102,Kepler-1503 b,0,,0.203,96.16986999999999,,19 34 55,+42 48 24,0.77,0.74,5069.0,Confirmed planets
1103,Kepler-1614 b,0,,0.133,3.9466141,,18 59 29,+49 46 33,0.79,0.76,5121.0,Confirmed planets
1104,WASP-37 b,0,1.696,1.136,3.577471,1213.5,14 47 47,+01 03 54,0.8490000000000001,0.977,5800.0,Confirmed planets
1105,Kepler-561 b,0,,0.621,58.3620495,,19 34 59,+45 06 26,0.96,0.94,5646.0,Confirmed planets
1106,Kepler-561 c,0,,0.239,5.35016198,,19 34 59,+45 06 26,0.96,0.94,5646.0,Confirmed planets
1107,Kepler-7 b,0,0.44,1.62,4.885525,1486.8,19 14 20,+41 05 23,1.32,1.96,6027.0,Confirmed planets
1108,HD 95127 b,0,5.01,,482.0,,10 59 35.08667,+43 48 52.0823,1.2,20.0,4218.0,Confirmed planets
1109,HAT-P-14 b,2,2.2,1.2,4.627657,1445.9,17 20 28,+38 14 32,1.386,1.4680000000000002,6600.0,"Confirmed planets, Planets in binary systems, S-type"
1110,Kepler-1464 b,0,,0.14800000000000002,31.778590100000002,,19 08 57,+38 45 15,1.02,1.01,5828.0,Confirmed planets
1111,Kepler-1464 c,0,,0.08900000000000001,5.32786292,,19 08 57,+38 45 15,1.02,1.01,5828.0,Confirmed planets
1112,Kepler-1331 b,0,,0.094,0.78916165,,19 48 18,+41 13 28,0.72,0.69,4508.0,Confirmed planets
1113,Kepler-340 c,0,,0.30711,22.824669,,19 43 44,+40 18 02,,1.85,6620.0,Confirmed planets
1114,Kepler-340 b,0,,0.23056,14.844387,,19 43 44,+40 18 02,,1.85,6620.0,Confirmed planets
1115,Kepler-1432 b,0,,0.198,23.910901100000004,,19 42 06,+49 49 46,1.09,1.13,6031.0,Confirmed planets
1116,HD 102365 b,0,0.05,,122.1,355.1,11 46 31,-40 30 01,0.85,,5650.0,Confirmed planets
1117,Kepler-623 b,0,,0.26899999999999996,9.07097734,,19 47 57,+47 28 39,0.9,0.86,5443.0,Confirmed planets
1118,Kepler-1602 b,0,,0.12,11.17931605,,19 34 19,+40 25 39,1.22,1.36,6296.0,Confirmed planets
1119,HD 216770 b,0,0.65,,118.45,338.2,22 55 53,-26 39 31,0.9,1.0,5248.0,Confirmed planets
1120,HD 106515 A b,0,9.61,,3630.0,,12 15 07,-07 15 26,0.97,1.62,,Confirmed planets
1121,EPIC 201577035 b,0,0.085,0.3426,19.3044,,11 28 29.27,+01 41 26.29,0.92,0.98,5620.0,Confirmed planets
1122,Wolf 1061 b,0,0.00428,,4.8876,,16 30 18.05803,-12 39 45.3232,0.25,0.26,3345.0,Confirmed planets
1123,Wolf 1061 c,0,0.0134,,17.867,,16 30 18.05803,-12 39 45.3232,0.25,0.26,3345.0,Confirmed planets
1124,Wolf 1061 d,0,0.0164,,67.27,,16 30 18.05803,-12 39 45.3232,0.25,0.26,3345.0,Confirmed planets
1125,EPIC 211916756 b,0,,0.33,10.135091000000001,,08 37 27,+18 58 36,0.43,0.44,3410.0,Confirmed planets
1126,KOI-314 b,0,0.006197,0.109083,13.7813,446.0,19 21 31,+43 17 34,0.521,0.442,3841.0,Confirmed planets
1127,KOI-314 c,0,0.002013,0.11045,23.0881,376.0,19 21 31,+43 17 34,0.521,0.442,3841.0,Confirmed planets
1128,Kepler-138 b,0,0.00020800000000000001,0.04757,10.3126,,19 21 31,+43 17 34,0.521,0.442,3841.0,Confirmed planets
1129,HD 12648 b,0,2.9,,133.6,,02 18 59.654,+85 44 10.22,1.2,9.2,4835.8,Confirmed planets
1130,Kepler-1579 b,0,,0.075,0.84990789,,19 33 09,+43 30 54,0.75,0.7,4584.0,Confirmed planets
1131,Kepler-394 b,0,,0.14581,8.005013,,19 45 12,+50 40 20,1.17,1.1320000000000001,6402.0,Confirmed planets
1132,Kepler-394 c,0,,0.15128,12.130686,,19 45 12,+50 40 20,1.17,1.1320000000000001,6402.0,Confirmed planets
1133,Kepler-495 b,0,,0.467,3.41303622,,19 03 43,+39 05 53,0.86,0.83,5346.0,Confirmed planets
1134,Kepler-879 b,0,,0.22899999999999998,33.3855938,,19 43 14,+50 54 35,1.02,1.02,5792.0,Confirmed planets
1135,HD 134060 b,0,0.0351,,3.27,1336.0,15 10 45,-61 25 20,,,5940.0,Confirmed planets
1136,HD 134060 c,0,0.1507,,1160.9,182.8,15 10 45,-61 25 20,,,5940.0,Confirmed planets
1137,Kepler-1144 b,0,,0.17800000000000002,17.14647302,,19 20 10,+47 15 29,0.98,0.96,5753.0,Confirmed planets
1138,Kepler-347 b,0,,0.17953,12.79836,,19 16 47,+49 18 20,,1.005,6088.0,Confirmed planets
1139,Kepler-347 c,0,,0.15947999999999998,27.320871,,19 16 47,+49 18 20,,1.005,6088.0,Confirmed planets
1140,HD 196067 b,0,6.9,,3638.0,177.2,20 41 44,-75 21 03,1.29,1.73,5940.0,Confirmed planets
1141,HD 149143 b,0,1.36,,4.088,1389.4,16 32 51,+02 05 05,1.1,,5730.0,Confirmed planets
1142,Kepler-996 b,0,,0.177,3.77059058,,19 27 39,+41 32 01,1.09,1.14,6014.0,Confirmed planets
1143,Kepler-763 b,0,,0.109,1.19655156,,19 28 35,+47 09 26,0.84,0.8,5166.0,Confirmed planets
1144,HD 85390 b,0,0.132,,788.0,166.3,09 50 02,-49 47 25,0.76,,5186.0,Confirmed planets
1145,Kepler-1241 b,0,,0.235,18.5525701,,19 38 18,+38 27 25,0.84,0.8,5261.0,Confirmed planets
1146,HD 5891 b,0,7.6,,177.11,731.8,01 00 59,+20 17 56,1.91,8.7,4907.0,Confirmed planets
1147,Kepler-422 b,0,0.43,1.15,7.8914482999999995,976.0,18 50 31,+46 19 24,1.15,1.24,5972.0,Confirmed planets
1148,HD 100655 b,0,1.7,,157.57,749.4,11 35 04,+20 26 30,2.4,9.3,4861.0,Confirmed planets
1149,HD 97658 b,0,0.023754977000000004,0.213245,9.4903,757.0,11 14 33,+25 42 37,0.77,0.741,5119.0,Confirmed planets
1150,HIP 70849 b,2,9.0,,10000.0,,14 29 19,-46 27 50,0.63,,4105.0,"Confirmed planets, Planets in binary systems, S-type"
1151,HD 37124 b,0,0.675,,154.378,306.6,05 37 02,+20 43 50,0.83,0.82,5610.0,Confirmed planets
1152,HD 37124 c,0,0.652,,885.5,171.1,05 37 02,+20 43 50,0.83,0.82,5610.0,Confirmed planets
1153,HD 37124 d,0,0.696,,1862.0,133.5,05 37 02,+20 43 50,0.83,0.82,5610.0,Confirmed planets
1154,WASP-88 b,0,0.56,1.7,4.954,1772.0,20 38 03,-48 27 43,1.45,2.08,6431.0,Confirmed planets
1155,Kepler-1328 b,0,,0.087,4.52158888,,18 58 42,+44 25 04,1.0,0.99,5780.0,Confirmed planets
1156,EPIC 211391664 b,0,0.10099999999999999,0.38,10.13675,,08 25 57,+11 30 40,1.074,1.311,6120.0,Confirmed planets
