pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
Kepler-299 d,Transit,4,15.054786,0.118,,,0.166,283.206964,48.580502,1024.0,5617.0,,1.03
Kepler-299 e,Transit,4,38.285489,0.22,,,0.16699999999999998,283.206964,48.580502,1024.0,5617.0,,1.03
Kepler-30 b,Transit,3,29.33434,0.18,0.042,0.036,0.348,285.283636,38.947281,1400.0,5498.0,0.99,0.95
Kepler-30 c,Transit,3,60.323105,0.3,0.0111,2.01,1.097,285.283636,38.947281,1400.0,5498.0,0.99,0.95
Kepler-30 d,Transit,3,143.34394,0.5,0.022,0.073,0.785,285.283636,38.947281,1400.0,5498.0,0.99,0.95
Kepler-300 b,Transit,2,10.446347,0.094,,,0.149,295.288694,48.59972,872.0,5986.0,,0.9
Kepler-300 c,Transit,2,40.714955,0.232,,,0.201,295.288694,48.59972,872.0,5986.0,,0.9
Kepler-301 b,Transit,3,2.508553,0.036,,,0.12,283.982968,49.23299,742.0,5815.0,,0.9
Kepler-301 c,Transit,3,5.419026,0.06,,,0.12,283.982968,49.23299,742.0,5815.0,,0.9
Kepler-301 d,Transit,3,13.751243,0.112,,,0.156,283.982968,49.23299,742.0,5815.0,,0.9
Kepler-302 b,Transit,2,30.184104,0.193,,,0.36200000000000004,294.316985,43.629345,1433.0,5740.0,,1.22
Kepler-302 c,Transit,2,127.282184,0.503,,,1.111,294.316985,43.629345,1433.0,5740.0,,1.22
Kepler-303 b,Transit,2,1.937055,0.024,,,0.079,283.135465,43.657055,175.0,3944.0,,0.48
Kepler-303 c,Transit,2,7.061149,0.057,,,0.102,283.135465,43.657055,175.0,3944.0,,0.48
Kepler-304 b,Transit,4,3.295709,0.039,,,0.255,294.441763,40.557587,483.0,4731.0,,0.69
Kepler-304 c,Transit,4,5.315946,0.054,,,0.19399999999999998,294.441763,40.557587,483.0,4731.0,,0.69
Kepler-304 d,Transit,4,9.653471,0.08,,,0.245,294.441763,40.557587,483.0,4731.0,,0.69
Kepler-304 e,Transit,4,1.49914695,,,,0.107,294.441763,40.557587,483.0,4731.0,,0.69
Kepler-305 b,Transit,3,5.487,,,0.033,0.321,299.224311,40.343182,864.0,5100.0,,0.79
Kepler-305 c,Transit,3,8.291,,,0.019,0.294,299.224311,40.343182,864.0,5100.0,,0.79
Kepler-305 d,Transit,3,16.738661,0.121,,,0.242,299.224311,40.343182,864.0,5100.0,,0.79
Kepler-306 b,Transit,4,4.646186,0.05,,,0.136,288.538671,40.61614,753.0,4954.0,,0.72
Kepler-306 c,Transit,4,7.240193,0.067,,,0.21,288.538671,40.61614,753.0,4954.0,,0.72
Kepler-306 d,Transit,4,17.326644,0.12,,,0.22,288.538671,40.61614,753.0,4954.0,,0.72
Kepler-306 e,Transit,4,44.840975,0.227,,,0.203,288.538671,40.61614,753.0,4954.0,,0.72
Kepler-307 b,Transit,2,10.4208,,,0.02341,0.217,297.79513199999997,40.417703,600.0,5367.0,0.91,0.81
Kepler-307 c,Transit,2,13.0729,,,0.01145,0.196,297.79513199999997,40.417703,600.0,5367.0,0.91,0.81
Kepler-308 b,Transit,2,9.694928,0.09,,,0.18899999999999997,295.785154,40.43955,1284.0,5895.0,,0.94
Kepler-308 c,Transit,2,15.38231,0.123,,,0.193,295.785154,40.43955,1284.0,5895.0,,0.94
Kepler-309 b,Transit,2,5.923653,0.059,,,0.139,297.50985099999997,46.961281,524.0,4713.0,,0.72
Kepler-309 c,Transit,2,105.356383,0.401,,,0.22399999999999998,297.50985099999997,46.961281,524.0,4713.0,,0.72
Kepler-31 b,Transit,3,20.8613,0.16,,,0.491,294.023014,45.853081,2100.0,6340.0,1.21,1.22
Kepler-31 c,Transit,3,42.6318,0.26,,4.7,0.473,294.023014,45.853081,2100.0,6340.0,1.21,1.22
Kepler-31 d,Transit,3,87.6451,0.4,,6.8,0.348,294.023014,45.853081,2100.0,6340.0,1.21,1.22
Kepler-310 b,Transit,3,13.930698,0.111,,,0.106,288.839363,46.986744,634.0,5797.0,,0.88
Kepler-310 c,Transit,3,56.47542,0.281,,,0.302,288.839363,46.986744,634.0,5797.0,,0.88
Kepler-310 d,Transit,3,92.876125,0.392,,,0.22,288.839363,46.986744,634.0,5797.0,,0.88
Kepler-311 b,Transit,2,9.176092,0.087,,,0.152,282.06129,47.085491,774.0,5905.0,,1.19
Kepler-311 c,Transit,2,19.738286,0.145,,,0.128,282.06129,47.085491,774.0,5905.0,,1.19
Kepler-312 b,Transit,2,1.772419,0.031,,,0.115,298.395772,42.459756,569.0,6115.0,,1.47
Kepler-312 c,Transit,2,19.747412,0.153,,,0.281,298.395772,42.459756,569.0,6115.0,,1.47
Kepler-313 b,Transit,2,14.970418,0.125,,,0.226,298.294935,48.775459000000005,954.0,5727.0,,1.54
Kepler-313 c,Transit,2,32.273273,0.208,,,0.22899999999999998,298.294935,48.775459000000005,954.0,5727.0,,1.54
Kepler-314 b,Transit,2,2.461069,0.035,,,0.07400000000000001,294.67411400000003,42.075588,263.0,5378.0,,0.95
Kepler-314 c,Transit,2,5.960392,0.064,,,0.259,294.67411400000003,42.075588,263.0,5378.0,,0.95
Kepler-315 b,Transit,2,96.101141,0.402,,,0.336,298.023104,43.363521999999996,1112.0,5796.0,,1.04
Kepler-315 c,Transit,2,265.469335,0.791,,,0.37,298.023104,43.363521999999996,1112.0,5796.0,,1.04
Kepler-316 b,Transit,2,2.240508,0.027,,,0.095,290.826023,44.184109,342.0,4204.0,,0.52
Kepler-316 c,Transit,2,6.827766,0.058,,,0.10300000000000001,290.826023,44.184109,342.0,4204.0,,0.52
Kepler-317 b,Transit,2,5.524242,0.061,,,0.18600000000000003,294.943885,39.032061999999996,1220.0,5497.0,,0.94
Kepler-317 c,Transit,2,8.77501,0.083,,,0.153,294.943885,39.032061999999996,1220.0,5497.0,,0.94
Kepler-318 b,Transit,2,4.662715,0.056,,,0.42,298.482828,46.793617,463.0,5746.0,,1.19
Kepler-318 c,Transit,2,11.815007,0.105,,,0.32799999999999996,298.482828,46.793617,463.0,5746.0,,1.19
Kepler-319 b,Transit,3,4.362705,0.051,,,0.145,288.81194300000004,39.770658000000005,549.0,5526.0,,0.9
Kepler-319 c,Transit,3,6.941357,0.069,,,0.235,288.81194300000004,39.770658000000005,549.0,5526.0,,0.9
Kepler-319 d,Transit,3,31.781925,0.191,,,0.204,288.81194300000004,39.770658000000005,549.0,5526.0,,0.9
Kepler-32 b,Transit,5,5.90124,0.05,,4.1,0.196,297.842398,46.574281,303.0,3900.0,0.58,0.53
Kepler-32 c,Transit,5,8.7522,0.09,,0.5,0.17800000000000002,297.842398,46.574281,303.0,3900.0,0.58,0.53
Kepler-32 d,Transit,5,22.7802,0.13,,,0.24100000000000002,297.842398,46.574281,303.0,3900.0,0.58,0.53
Kepler-32 e,Transit,5,2.896,0.033,,,0.134,297.842398,46.574281,303.0,3900.0,0.58,0.53
Kepler-32 f,Transit,5,0.74296,0.013,,,0.073,297.842398,46.574281,303.0,3900.0,0.58,0.53
Kepler-320 b,Transit,2,8.371554,0.085,,,0.102,293.213548,46.175125,1022.0,6435.0,,1.11
Kepler-320 c,Transit,2,17.934937,0.142,,,0.122,293.213548,46.175125,1022.0,6435.0,,1.11
Kepler-321 b,Transit,2,4.915379,0.057,,,0.158,294.45367400000003,44.145756,377.0,5740.0,,1.19
Kepler-321 c,Transit,2,13.093921,0.11,,,0.207,294.45367400000003,44.145756,377.0,5740.0,,1.19
Kepler-322 b,Transit,2,1.653888,0.027,,,0.09,281.34882400000004,44.295242,428.0,5388.0,,0.89
Kepler-322 c,Transit,2,4.337234,0.051,,,0.149,281.34882400000004,44.295242,428.0,5388.0,,0.89
Kepler-323 b,Transit,2,1.678327,0.028,,,0.128,291.38223999999997,38.127472999999995,473.0,5987.0,,1.18
Kepler-323 c,Transit,2,3.553822,0.046,,,0.145,291.38223999999997,38.127472999999995,473.0,5987.0,,1.18
Kepler-324 b,Transit,2,4.385315,0.05,,,0.102,286.471473,49.649021000000005,492.0,5194.0,,0.84
Kepler-324 c,Transit,2,51.805612,0.26,,,0.281,286.471473,49.649021000000005,492.0,5194.0,,0.84
Kepler-325 b,Transit,3,4.544439,0.053,,,0.26,289.83543399999996,49.825626,883.0,5752.0,,1.0
Kepler-325 c,Transit,3,12.762172,0.105,,,0.22699999999999998,289.83543399999996,49.825626,883.0,5752.0,,1.0
Kepler-325 d,Transit,3,38.715185,0.22,,,0.249,289.83543399999996,49.825626,883.0,5752.0,,1.0
Kepler-326 b,Transit,3,2.248329,0.032,,,0.136,294.325546,46.002254,355.0,5105.0,,0.8
Kepler-326 c,Transit,3,4.580358,0.051,,,0.125,294.325546,46.002254,355.0,5105.0,,0.8
Kepler-326 d,Transit,3,6.766888,0.066,,,0.10800000000000001,294.325546,46.002254,355.0,5105.0,,0.8
Kepler-327 b,Transit,3,2.549575,0.029,,,0.099,292.642372,44.087672999999995,217.0,3799.0,,0.49
Kepler-327 c,Transit,3,5.212333,0.047,,,0.092,292.642372,44.087672999999995,217.0,3799.0,,0.49
Kepler-327 d,Transit,3,13.969457,0.09,,,0.154,292.642372,44.087672999999995,217.0,3799.0,,0.49
Kepler-328 b,Transit,2,34.921,,,0.09,0.205,295.80928900000004,40.008503000000005,2078.0,5914.0,1.1,1.0
Kepler-328 c,Transit,2,71.312,,,0.124,0.48200000000000004,295.80928900000004,40.008503000000005,2078.0,5914.0,1.1,1.0
Kepler-329 b,Transit,2,7.416397,0.061,,,0.125,299.268042,45.227428,338.0,4257.0,,0.52
Kepler-329 c,Transit,2,18.684737,0.113,,,0.172,299.268042,45.227428,338.0,4257.0,,0.52
Kepler-33 b,Transit,5,5.66793,0.0677,0.0,,0.155,289.077548,46.005221999999996,1113.0,5904.0,1.29,1.82
Kepler-33 c,Transit,5,13.17562,0.1189,0.0,,0.285,289.077548,46.005221999999996,1113.0,5904.0,1.29,1.82
Kepler-33 d,Transit,5,21.77596,0.1662,0.0,,0.47700000000000004,289.077548,46.005221999999996,1113.0,5904.0,1.29,1.82
Kepler-33 e,Transit,5,31.7844,0.2138,0.0,,0.359,289.077548,46.005221999999996,1113.0,5904.0,1.29,1.82
Kepler-33 f,Transit,5,41.02902,0.2535,0.0,,0.39799999999999996,289.077548,46.005221999999996,1113.0,5904.0,1.29,1.82
Kepler-330 b,Transit,2,8.25978,0.075,,,0.12,288.447375,44.801685,686.0,5117.0,,0.72
Kepler-330 c,Transit,2,15.955387,0.116,,,0.174,288.447375,44.801685,686.0,5117.0,,0.72
Kepler-331 b,Transit,3,8.457496,0.065,,,0.162,291.83432799999997,39.307358,626.0,4347.0,,0.49
Kepler-331 c,Transit,3,17.28111,0.105,,,0.16399999999999998,291.83432799999997,39.307358,626.0,4347.0,,0.49
Kepler-331 d,Transit,3,32.134328,0.159,,,0.146,291.83432799999997,39.307358,626.0,4347.0,,0.49
Kepler-332 b,Transit,3,7.626324,0.07,,,0.10400000000000001,286.662964,47.4137,372.0,4955.0,,0.72
Kepler-332 c,Transit,3,15.995622,0.114,,,0.09699999999999999,286.662964,47.4137,372.0,4955.0,,0.72
Kepler-332 d,Transit,3,34.21154,0.189,,,0.105,286.662964,47.4137,372.0,4955.0,,0.72
Kepler-333 b,Transit,2,12.551158,0.087,,,0.11800000000000001,292.286069,40.913584,300.0,4259.0,,0.53
Kepler-333 c,Transit,2,24.08821,0.135,,,0.099,292.286069,40.913584,300.0,4259.0,,0.53
Kepler-334 b,Transit,3,5.470319,0.061,,,0.1,287.140668,47.115196000000005,473.0,5828.0,,1.07
Kepler-334 c,Transit,3,12.758005,0.107,,,0.128,287.140668,47.115196000000005,473.0,5828.0,,1.07
Kepler-334 d,Transit,3,25.09849,0.168,,,0.126,287.140668,47.115196000000005,473.0,5828.0,,1.07
Kepler-335 b,Transit,2,6.562331,0.075,,,0.302,296.064311,45.428622999999995,1174.0,5877.0,,1.85
Kepler-335 c,Transit,2,67.844469,0.356,,,0.27399999999999997,296.064311,45.428622999999995,1174.0,5877.0,,1.85
Kepler-336 b,Transit,3,2.024823,0.033,,,0.091,290.237643,41.33137,721.0,5867.0,,1.3
Kepler-336 c,Transit,3,9.600001,0.092,,,0.187,290.237643,41.33137,721.0,5867.0,,1.3
Kepler-336 d,Transit,3,20.678772,0.154,,,0.21100000000000002,290.237643,41.33137,721.0,5867.0,,1.3
Kepler-337 b,Transit,2,3.292781,0.045,,,0.13699999999999998,290.06049,47.163956,518.0,5684.0,,1.76
Kepler-337 c,Transit,2,9.693201,0.093,,,0.183,290.06049,47.163956,518.0,5684.0,,1.76
Kepler-338 b,Transit,4,13.726976,0.117,,,0.218,282.978956,40.784347,568.0,5923.0,,1.74
Kepler-338 c,Transit,4,24.310856,0.172,,,0.209,282.978956,40.784347,568.0,5923.0,,1.74
Kepler-338 d,Transit,4,44.431014,0.257,,,0.268,282.978956,40.784347,568.0,5923.0,,1.74
Kepler-338 e,Transit Timing Variations,4,9.341,,,0.027,0.139,282.978956,40.784347,568.0,5923.0,,1.74
Kepler-339 b,Transit,3,4.977656,0.055,,,0.127,293.351712,48.444641,722.0,5631.0,,0.8
Kepler-339 c,Transit,3,6.988055,0.069,,,0.10300000000000001,293.351712,48.444641,722.0,5631.0,,0.8
Kepler-339 d,Transit,3,10.558345,0.091,,,0.10400000000000001,293.351712,48.444641,722.0,5631.0,,0.8
Kepler-34 b,Transit,1,288.822,1.0896,0.182,0.22,0.764,296.435821,44.64156,1499.0,5913.0,1.05,1.16
Kepler-340 b,Transit,2,14.844387,0.134,,,0.226,295.933477,40.30057,1060.0,6620.0,,1.85
Kepler-340 c,Transit,2,22.824669,0.178,,,0.301,295.933477,40.30057,1060.0,6620.0,,1.85
Kepler-341 b,Transit,4,5.195528,0.06,,,0.105,289.86157599999996,43.472775,873.0,6012.0,,1.02
Kepler-341 c,Transit,4,8.01041,0.08,,,0.152,289.86157599999996,43.472775,873.0,6012.0,,1.02
Kepler-341 d,Transit,4,27.666313,0.182,,,0.165,289.86157599999996,43.472775,873.0,6012.0,,1.02
Kepler-341 e,Transit,4,42.473269,0.242,,,0.17800000000000002,289.86157599999996,43.472775,873.0,6012.0,,1.02
Kepler-342 b,Transit,4,15.170318,0.128,,,0.201,292.678083,46.726715000000006,772.0,6175.0,,1.47
Kepler-342 c,Transit,4,26.234138,0.185,,,0.175,292.678083,46.726715000000006,772.0,6175.0,,1.47
Kepler-342 d,Transit,4,39.459357,0.242,,,0.222,292.678083,46.726715000000006,772.0,6175.0,,1.47
Kepler-342 e,Transit,4,1.64422461,,,,0.079,292.678083,46.726715000000006,772.0,6175.0,,1.47
Kepler-343 b,Transit,2,8.96855,0.088,,,0.215,291.96068399999996,42.433006,987.0,5807.0,,1.43
Kepler-343 c,Transit,2,23.22182,0.167,,,0.18,291.96068399999996,42.433006,987.0,5807.0,,1.43
Kepler-344 b,Transit,2,21.963945,0.153,,,0.233,292.49964500000004,46.324406,1027.0,5774.0,,0.98
Kepler-344 c,Transit,2,125.596809,0.488,,,0.263,292.49964500000004,46.324406,1027.0,5774.0,,0.98
Kepler-345 b,Transit,2,7.415563,0.066,,,0.066,295.22880200000003,45.97102,260.0,4504.0,,0.62
Kepler-345 c,Transit,2,9.387427,0.077,,,0.107,295.22880200000003,45.97102,260.0,4504.0,,0.62
Kepler-346 b,Transit,2,6.511127,0.071,,,0.237,288.011911,46.117607,1032.0,6033.0,,1.02
Kepler-346 c,Transit,2,23.851549,0.168,,,0.27399999999999997,288.011911,46.117607,1032.0,6033.0,,1.02
Kepler-347 b,Transit,2,12.79836,0.11,,,0.17600000000000002,289.199596,49.305717,950.0,6088.0,,1.0
Kepler-347 c,Transit,2,27.320871,0.183,,,0.156,289.199596,49.305717,950.0,6088.0,,1.0
Kepler-348 b,Transit,2,7.05677,0.076,,,0.136,297.25505,40.548373,623.0,6177.0,,1.36
Kepler-348 c,Transit,2,17.265427,0.138,,,0.11900000000000001,297.25505,40.548373,623.0,6177.0,,1.36
Kepler-349 b,Transit,2,5.929778,0.065,,,0.17,293.67647999999997,44.615578,1172.0,5956.0,,0.93
Kepler-349 c,Transit,2,12.247629,0.105,,,0.175,293.67647999999997,44.615578,1172.0,5956.0,,0.93
Kepler-35 b,Transit,1,131.458,0.60347,0.042,0.127,0.728,294.49697799999996,46.689762,1645.0,5606.0,0.89,1.03
Kepler-350 b,Transit,3,11.189562,0.104,,,0.165,285.419606,39.706107,931.0,6186.0,,1.53
Kepler-350 c,Transit,3,17.849,,,0.019,0.27699999999999997,285.419606,39.706107,931.0,6186.0,,1.53
Kepler-350 d,Transit,3,26.136,,,0.047,0.25,285.419606,39.706107,931.0,6186.0,,1.53
Kepler-351 b,Transit,3,37.054919,0.214,,,0.273,286.452706,42.657879,1078.0,5643.0,,0.85
Kepler-351 c,Transit,3,57.24809,0.287,,,0.285,286.452706,42.657879,1078.0,5643.0,,0.85
Kepler-351 d,Transit,3,142.544247,,,,0.243,286.452706,42.657879,1078.0,5643.0,,0.85
Kepler-352 b,Transit,2,10.05537,0.085,,,0.077,299.896521,46.051975,279.0,5212.0,,0.78
Kepler-352 c,Transit,2,16.332995,0.118,,,0.111,299.896521,46.051975,279.0,5212.0,,0.78
Kepler-353 b,Transit,2,5.795278,0.051,,,0.079,296.856633,41.758179999999996,333.0,3903.0,,0.5
Kepler-353 c,Transit,2,8.410894,0.065,,,0.12300000000000001,296.856633,41.758179999999996,333.0,3903.0,,0.5
Kepler-354 b,Transit,3,5.47666,0.054,,,0.16399999999999998,285.75145200000003,41.335640000000005,574.0,4648.0,,0.67
Kepler-354 c,Transit,3,16.934402,0.115,,,0.11699999999999999,285.75145200000003,41.335640000000005,574.0,4648.0,,0.67
Kepler-354 d,Transit,3,24.209842,0.146,,,0.111,285.75145200000003,41.335640000000005,574.0,4648.0,,0.67
Kepler-355 b,Transit,2,11.03189,0.102,,,0.13,285.79945699999996,42.811783,1143.0,6184.0,,1.07
Kepler-355 c,Transit,2,25.762294,0.179,,,0.242,285.79945699999996,42.811783,1143.0,6184.0,,1.07
Kepler-356 b,Transit,2,4.612696,0.057,,,0.14,292.421077,37.682819,639.0,6133.0,,1.33
Kepler-356 c,Transit,2,13.121632,0.115,,,0.161,292.421077,37.682819,639.0,6133.0,,1.33
Kepler-357 b,Transit,3,6.475434,0.063,,,0.16399999999999998,291.243104,44.008720000000004,741.0,5036.0,,0.83
Kepler-357 c,Transit,3,16.85837,0.12,,,0.23800000000000002,291.243104,44.008720000000004,741.0,5036.0,,0.83
Kepler-357 d,Transit,3,49.499875,0.246,,,0.306,291.243104,44.008720000000004,741.0,5036.0,,0.83
Kepler-358 b,Transit,2,34.060467,0.21,,,0.243,293.230225,48.281376,1067.0,5908.0,,0.95
Kepler-358 c,Transit,2,83.488369,0.381,,,0.254,293.230225,48.281376,1067.0,5908.0,,0.95
Kepler-359 b,Transit,3,25.563222,0.178,,,0.315,293.293635,42.196354,2037.0,6248.0,,1.09
Kepler-359 c,Transit,3,57.68802,0.307,,,0.384,293.293635,42.196354,2037.0,6248.0,,1.09
Kepler-359 d,Transit,3,77.095691,0.372,,,0.358,293.293635,42.196354,2037.0,6248.0,,1.09
Kepler-36 b,Transit,2,13.83989,0.1153,0.039,0.014,0.133,291.25019100000003,49.231827,470.0,5911.0,1.07,1.63
Kepler-36 c,Transit,2,16.23855,0.1283,0.033,0.025,0.32799999999999996,291.25019100000003,49.231827,470.0,5911.0,1.07,1.63
Kepler-360 b,Transit,2,3.289672,0.044,,,0.147,286.284731,44.781555,881.0,6053.0,,1.06
Kepler-360 c,Transit,2,7.186434,0.075,,,0.187,286.284731,44.781555,881.0,6053.0,,1.06
Kepler-361 b,Transit,2,8.486616,0.086,,,0.129,296.803453,46.741153999999995,800.0,6169.0,,1.34
Kepler-361 c,Transit,2,55.188023,0.3,,,0.225,296.803453,46.741153999999995,800.0,6169.0,,1.34
Kepler-362 b,Transit,2,10.327186,0.087,,,0.079,291.771639,47.529903000000004,658.0,5788.0,,0.72
Kepler-362 c,Transit,2,37.866281,0.207,,,0.129,291.771639,47.529903000000004,658.0,5788.0,,0.72
Kepler-363 b,Transit,3,3.614568,0.048,,,0.10300000000000001,283.19208100000003,41.305393,606.0,5593.0,,1.49
Kepler-363 c,Transit,3,7.542427,0.079,,,0.151,283.19208100000003,41.305393,606.0,5593.0,,1.49
Kepler-363 d,Transit,3,11.932125,0.107,,,0.183,283.19208100000003,41.305393,606.0,5593.0,,1.49
Kepler-364 b,Transit,2,25.745718,0.178,,,0.138,281.569933,47.398697,941.0,6108.0,,1.28
Kepler-364 c,Transit,2,59.980627,0.312,,,0.192,281.569933,47.398697,941.0,6108.0,,1.28
Kepler-365 b,Transit,2,10.664903,0.098,,,0.182,295.626598,49.130435999999996,950.0,6012.0,,1.05
Kepler-365 c,Transit,2,17.784129,0.137,,,0.146,295.626598,49.130435999999996,950.0,6012.0,,1.05
Kepler-366 b,Transit,2,3.281959,0.045,,,0.13,296.852042,49.084446,1156.0,6209.0,,1.05
Kepler-366 c,Transit,2,12.51616,0.11,,,0.16,296.852042,49.084446,1156.0,6209.0,,1.05
Kepler-367 b,Transit,2,37.815724,0.201,,,0.11599999999999999,297.292418,49.981632,198.0,4710.0,,0.69
Kepler-367 c,Transit,2,53.578637,0.253,,,0.107,297.292418,49.981632,198.0,4710.0,,0.69
Kepler-368 b,Transit,2,26.84768,0.186,,,0.29100000000000004,291.880046,45.387935999999996,488.0,5502.0,,2.02
Kepler-368 c,Transit,2,72.379334,0.36,,,0.34600000000000003,291.880046,45.387935999999996,488.0,5502.0,,2.02
Kepler-369 b,Transit,2,2.732756,0.03,,,0.10099999999999999,293.674235,47.908467,214.0,3591.0,,0.47
Kepler-369 c,Transit,2,14.871572,0.094,,,0.126,293.674235,47.908467,214.0,3591.0,,0.47
Kepler-37 b,Transit,4,13.36731,,0.0,0.01,0.03,284.05966,44.518131,66.0,5417.0,0.87,0.79
Kepler-37 c,Transit,4,21.302,,,0.03776,0.067,284.05966,44.518131,66.0,5417.0,0.87,0.79
Kepler-37 d,Transit,4,39.7922,,,0.03839,0.17300000000000001,284.05966,44.518131,66.0,5417.0,0.87,0.79
Kepler-37 e,Transit Timing Variations,4,51.196,,,,,284.05966,44.518131,66.0,5417.0,0.87,0.79
Kepler-370 b,Transit,2,4.57953,0.054,,,0.142,292.17112099999997,40.916306,1078.0,5852.0,,0.9
Kepler-370 c,Transit,2,19.02293,0.14,,,0.17,292.17112099999997,40.916306,1078.0,5852.0,,0.9
Kepler-371 b,Transit,2,34.763278,0.2,,,0.16899999999999998,292.326464,38.657588,603.0,5666.0,,0.99
Kepler-371 c,Transit,2,67.968015,0.313,,,0.159,292.326464,38.657588,603.0,5666.0,,0.99
Kepler-372 b,Transit,3,6.849692,0.075,,,0.121,291.256195,49.258953000000005,1378.0,6509.0,,1.14
Kepler-372 c,Transit,3,20.053763,0.154,,,0.18600000000000003,291.256195,49.258953000000005,1378.0,6509.0,,1.14
Kepler-372 d,Transit,3,30.092568,0.201,,,0.151,291.256195,49.258953000000005,1378.0,6509.0,,1.14
Kepler-373 b,Transit,2,5.535309,0.06,,,0.121,289.387993,50.59705,718.0,5787.0,,0.84
Kepler-373 c,Transit,2,16.725948,0.126,,,0.111,289.387993,50.59705,718.0,5787.0,,0.84
Kepler-374 b,Transit,3,1.897806,0.029,,,0.092,294.13793,42.370502,978.0,5977.0,,0.91
Kepler-374 c,Transit,3,3.282807,0.042,,,0.098,294.13793,42.370502,978.0,5977.0,,0.91
Kepler-374 d,Transit,3,5.028219,0.056,,,0.11699999999999999,294.13793,42.370502,978.0,5977.0,,0.91
Kepler-375 b,Transit,2,12.125934,0.101,,,0.129,288.617907,48.098416,1209.0,5826.0,,0.84
Kepler-375 c,Transit,2,19.986326,0.141,,,0.23600000000000002,288.617907,48.098416,1209.0,5826.0,,0.84
Kepler-376 b,Transit,2,4.920199,0.057,,,0.095,291.607165,38.410385999999995,806.0,5900.0,,1.18
Kepler-376 c,Transit,2,14.172327,0.115,,,0.16,291.607165,38.410385999999995,806.0,5900.0,,1.18
Kepler-377 b,Transit,2,12.509529,0.109,,,0.124,295.422002,38.735690999999996,791.0,5949.0,,1.22
Kepler-377 c,Transit,2,27.014976,0.182,,,0.184,295.422002,38.735690999999996,791.0,5949.0,,1.22
Kepler-378 b,Transit,2,16.092361,0.112,,,0.067,294.948588,46.438641,155.0,4661.0,,0.67
Kepler-378 c,Transit,2,28.906009,0.166,,,0.062,294.948588,46.438641,155.0,4661.0,,0.67
Kepler-379 b,Transit,2,20.09838,0.152,,,0.14800000000000002,295.701103,38.945831,719.0,6054.0,,1.31
Kepler-379 c,Transit,2,62.784697,0.326,,,0.204,295.701103,38.945831,719.0,6054.0,,1.31
Kepler-38 b,Transit,1,105.599,0.4632,0.032,0.384,0.384,286.830353,42.279205,600.0,5623.0,0.94,1.75
Kepler-380 b,Transit,2,3.930821,0.05,,,0.106,282.39461600000004,48.75914,741.0,6045.0,,1.22
Kepler-380 c,Transit,2,7.630004,0.078,,,0.113,282.39461600000004,48.75914,741.0,6045.0,,1.22
Kepler-381 b,Transit,2,5.629021,0.066,,,0.08800000000000001,285.182787,43.831089,368.0,6152.0,,1.57
Kepler-381 c,Transit,2,13.391635,0.117,,,0.1,285.182787,43.831089,368.0,6152.0,,1.57
Kepler-382 b,Transit,2,5.262155,0.055,,,0.11800000000000001,299.136166,45.869934,684.0,5600.0,,0.94
Kepler-382 c,Transit,2,12.162701,0.097,,,0.142,299.136166,45.869934,684.0,5600.0,,0.94
Kepler-383 b,Transit,2,12.904532,0.095,,,0.11800000000000001,291.342584,38.363134,470.0,4710.0,,0.67
Kepler-383 c,Transit,2,31.200751,0.172,,,0.111,291.342584,38.363134,470.0,4710.0,,0.67
Kepler-384 b,Transit,2,22.597053,0.148,,,0.1,286.026112,44.782871,559.0,5577.0,,0.88
Kepler-384 c,Transit,2,45.348269,0.236,,,0.10099999999999999,286.026112,44.782871,559.0,5577.0,,0.88
Kepler-385 b,Transit,2,10.043686,0.097,,,0.244,294.338483,50.336544,1550.0,6326.0,,1.13
Kepler-385 c,Transit,2,15.163161,0.127,,,0.271,294.338483,50.336544,1550.0,6326.0,,1.13
Kepler-386 b,Transit,2,12.31043,0.096,,,0.124,289.858871,48.693855,847.0,5178.0,,0.77
Kepler-386 c,Transit,2,25.193458,0.155,,,0.141,289.858871,48.693855,847.0,5178.0,,0.77
Kepler-387 b,Transit,2,6.791636,0.068,,,0.092,287.798184,45.656715000000005,714.0,5774.0,,1.05
Kepler-387 c,Transit,2,11.837549,0.098,,,0.079,287.798184,45.656715000000005,714.0,5774.0,,1.05
Kepler-388 b,Transit,2,3.173315,0.036,,,0.07200000000000001,284.828038,44.60873,425.0,4498.0,,0.59
Kepler-388 c,Transit,2,13.297004,0.093,,,0.077,284.828038,44.60873,425.0,4498.0,,0.59
Kepler-389 b,Transit,2,3.244107,0.041,,,0.135,291.96000499999997,44.900024,977.0,5376.0,,0.79
Kepler-389 c,Transit,2,14.51143,0.11,,,0.13,291.96000499999997,44.900024,977.0,5376.0,,0.79
Kepler-39 b,Transit,1,21.08721,0.164,0.112,20.1,1.24,296.960265,46.034298,1200.0,6350.0,1.29,1.4
