P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-3631.01,,3631.01,Hot,Jovian,,,non-habitable,,,,79.06,,,,        697.1444,        697.1446,        697.1447,1309.1,1309.1,1309.1,,,,,-33.85,-,2.68,0.0379,0.00,0.04,87.1,0.0,KOI-3631,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,17.7,3649.12,19.4591,44.2246,-33.9,14.0966,1,0,0.751,1.769,-2.40,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3636.01,,3636.01,Hot,Jovian,,,non-habitable,,,,85.73,,,,        790.1349,        790.1350,        790.1350,1350.7,1350.7,1350.7,,,,,-34.16,-,2.45,0.0356,0.00,0.04,87.7,0.0,KOI-3636,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,18.0,4088.38,19.9306,40.8636,-34.0,15.0125,1,0,0.751,1.769,-2.41,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3641.01,,3641.01,Hot,,,,non-habitable,,,,119.75,,,,        2.000464,        2.000465,        2.000465,303.0,303.0,303.0,,,,,-28.37,-,178.41,0.5921,0.00,0.59,90.0,0.0,KOI-3641,,,Lyr,G,0.87,0.79,5934.0,0.701328,0.000,0.000,13.9,535.40,19.2219,38.6276,-27.5,0.7146,1,0,0.623,1.461,-1.07,,,,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-3652.01,,3652.01,Hot,Jovian,,,non-habitable,,,,72.57,,,,        118.1929,        118.1929,        118.1929,840.0,840.0,840.0,,,,,-31.73,-,16.37,0.1241,0.00,0.12,88.2,0.0,KOI-3652,,,Cyg,G,0.95,1.42,5642.0,1.820267,0.000,0.000,15.9,2093.80,19.9117,44.1757,-31.9,6.0792,1,0,1.021,2.414,-2.29,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3654.01,,3654.01,Hot,Jovian,,,non-habitable,,,,71.12,,,,        281.8948,        281.8948,        281.8949,1043.9,1043.9,1043.9,,,,,-32.63,-,10.15,0.0937,0.00,0.09,87.1,0.0,KOI-3654,,,Cyg,F,1.06,1.30,6366.0,2.474949,0.000,0.000,16.8,3720.26,19.6797,42.4189,-32.9,7.3761,1,0,1.139,2.650,-2.38,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3660.01,,3660.01,Hot,,,,non-habitable,,,,482.12,,,,        1.762249,        1.762249,        1.762250,293.5,293.5,293.5,,,,,-31.27,-,174.77,0.5865,0.00,0.59,90.0,0.0,KOI-3660,,,Cyg,G,0.88,0.80,5693.0,0.606182,0.000,0.000,15.5,1038.69,19.5438,40.2627,-27.3,0.7287,1,0,0.587,1.387,-1.00,,,,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-3663.01,Kepler-86 b,3663.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,624.22,,11.24,0.44,4.94,7.45,        2.065039,        2.065039,        2.065040,305.4,305.4,305.4,,,,274.4,-23.24,21.49,282.53,0.8454,0.00,0.85,90.0,0.0,KOI-3663,,,Cyg,F,1.01,1.12,6007.0,1.475886,0.000,0.000,12.6,423.36,19.3176,51.9626,-27.5,0.7085,1,0,0.899,2.106,-1.09,7.39,6.51,0.09,,0.00,0.00,0.36,0,0,0,1,transit,2015
KOI-3674.01,,3674.01,Hot,Jovian,,,non-habitable,,,,40.28,,,,        2.273744,        2.273745,        2.273745,312.8,312.8,312.8,,,,,-26.13,83.83,175.07,0.5947,0.00,0.59,90.0,0.0,KOI-3674,,,Cyg,F,0.91,0.82,6024.0,0.804151,0.000,0.000,15.6,1235.90,19.4777,37.7940,-27.6,0.7393,1,0,0.663,1.553,-1.15,,,,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-3675.01,,3675.01,Hot,Jovian,,,non-habitable,,,,52.77,,,,        27.51867,        27.51868,        27.51868,583.5,583.5,583.5,,,,,-29.44,122.12,20.84,0.1341,0.00,0.13,89.4,0.0,KOI-3675,,,Cyg,G,0.74,0.81,5378.0,0.494863,0.000,0.000,16.6,1507.43,19.6641,46.2256,-30.3,3.2273,1,0,0.540,1.288,-2.09,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-3678.01,,3678.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,183.67,,9.16,0.24,2.19,4.48,        3.397248,        3.397249,        3.397249,345.9,345.9,345.9,,,,43.9,-23.34,17.47,160.88,0.5416,0.00,0.54,90.0,0.0,KOI-3678,,,Lyr,G,0.82,1.04,5650.0,0.996517,0.000,0.000,12.9,393.34,19.3194,39.2853,-28.1,1.0273,1,0,0.755,1.785,-1.41,5.72,2.93,0.13,,0.00,0.00,0.31,0,0,0,0,transit,2015
KOI-3680.01,,3680.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,395.40,,10.64,0.33,3.49,6.10,        3.260002,        3.260003,        3.260004,342.3,342.3,342.3,,,,129.8,-23.62,20.33,141.24,0.5319,0.00,0.53,90.0,0.0,KOI-3680,,,Cyg,G,1.00,0.91,5926.0,0.922312,0.000,0.000,14.5,800.94,19.5521,45.3097,-28.0,0.9148,1,0,0.714,1.677,-1.38,6.76,4.64,0.11,,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-3681.01,,3681.01,Hot,Jovian,,,non-habitable,,,,22.02,,,,        14.41122,        14.41122,        14.41122,496.4,496.4,496.4,,,,,-26.83,42.84,217.83,0.7308,0.00,0.73,90.0,0.0,KOI-3681,,,Cyg,F,1.09,2.27,6382.0,7.696582,0.000,0.000,11.7,631.28,19.5085,37.8601,-29.6,1.6583,2,0,2.007,4.668,-1.96,,,,0.00,0.00,0.00,0.11,0,0,0,0,transit,2015
KOI-3681.02,,3681.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.77,,1.92,1.24,2.38,2.14,        819.6912,        819.6913,        819.6914,1363.2,1363.2,1363.2,1407.4,1407.4,1407.4,10.9,-25.92,3.65,10.51,0.0969,0.00,0.10,88.8,0.0,KOI-3681,,,Cyg,F,1.09,2.27,6382.0,7.696582,0.000,0.000,11.7,631.28,19.5085,37.8601,-34.0,12.5312,2,0,2.007,4.668,-2.44,-0.14,-0.61,0.28,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-3683.01,,3683.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,198.68,,9.33,0.24,2.28,4.61,        5.505424,        5.505425,        5.505425,390.2,390.2,390.2,,,,48.6,-23.91,17.80,214.31,0.7455,0.00,0.75,90.0,0.0,KOI-3683,,,Cyg,F,1.20,1.38,6517.0,3.059751,0.000,0.000,12.0,467.28,19.3983,48.1782,-28.6,0.9829,1,0,1.256,2.914,-1.62,5.82,2.79,0.13,,0.00,0.00,0.25,0,0,0,0,transit,2015
KOI-3685.01,,3685.01,Hot,Jovian,,,non-habitable,,,,25.57,,,,        2.350095,        2.350095,        2.350096,315.4,315.4,315.4,,,,,-25.18,50.18,208.87,0.6745,0.00,0.67,90.0,0.0,KOI-3685,,,Cyg,G,0.94,0.99,5914.0,1.069176,0.000,0.000,14.5,837.81,19.4330,44.5235,-27.7,0.7798,2,0,0.770,1.807,-1.18,,,,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-3685.02,,3685.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.51,,1.61,1.08,1.74,1.67,        207.3960,        207.3961,        207.3961,966.8,966.8,966.8,1007.6,1007.6,1007.6,4.9,-24.03,3.06,7.26,0.0718,0.00,0.07,88.8,0.0,KOI-3685,,,Cyg,G,0.94,0.99,5914.0,1.069176,0.000,0.000,14.5,837.81,19.4330,44.5235,-32.5,7.3307,2,0,0.770,1.807,-2.35,-0.15,-0.69,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-3689.01,,3689.01,Hot,Jovian,,,non-habitable,,,,13.15,,,,        730.7324,        730.7325,        730.7326,1324.6,1324.6,1324.6,,,,,-29.99,25.19,5.24,0.0605,0.00,0.06,85.9,0.0,KOI-3689,,,Lyr,F,1.07,1.32,6429.0,2.674664,0.000,0.000,14.0,1079.65,19.0648,42.5457,-33.9,11.6562,1,0,1.180,2.742,-2.43,,,,0.00,0.00,0.00,0.07,0,0,0,0,transit,2015
KOI-3690.01,,3690.01,Hot,Jovian,,,non-habitable,,,,73.40,,,,        241.1034,        241.1034,        241.1035,1003.9,1003.9,1003.9,,,,,-32.53,-,12.89,0.1108,0.00,0.11,86.5,0.0,KOI-3690,,,Cyg,F,1.09,1.41,6387.0,2.959940,0.000,0.000,15.5,2261.81,19.6113,46.4253,-32.7,6.7760,1,0,1.244,2.894,-2.37,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3692.01,,3692.01,Hot,Jovian,,,non-habitable,,,,62.04,,,,        5377.161,        5377.162,        5377.163,2181.6,2181.6,2181.6,,,,,-35.55,-,1.16,0.0217,0.00,0.02,63.6,0.0,KOI-3692,,,Cyg,F,1.01,1.38,6200.0,2.532052,0.000,0.000,15.1,1767.27,19.9106,41.1389,-36.1,34.4565,1,0,1.164,2.716,-2.47,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3696.01,,3696.01,Hot,Jovian,,,non-habitable,,,,38.53,,,,        2.918141,        2.918141,        2.918142,333.0,333.0,333.0,,,,,-26.31,79.43,181.85,0.6523,0.00,0.65,90.0,0.0,KOI-3696,,,Lyr,F,1.12,1.01,6063.0,1.241655,0.000,0.000,15.7,1581.45,19.1749,40.6055,-27.9,0.8268,1,0,0.822,1.923,-1.31,,,,0.00,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-3700.01,,3700.01,Hot,,,,non-habitable,,,,115.87,,,,        604.5224,        604.5225,        604.5226,1263.3,1263.3,1263.3,,,,,-34.53,-,2.99,0.0407,0.00,0.04,79.1,0.0,KOI-3700,,,Lyr,G,1.00,1.00,5780.0,1.001385,0.000,0.000,17.9,3921.37,19.1835,38.9298,-33.7,13.1224,1,0,0.751,1.769,-2.40,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3709.01,,3709.01,Hot,Jovian,,,non-habitable,,,,41.71,,,,        2.585028,        2.585028,        2.585029,323.0,323.0,323.0,,,,,-26.35,87.53,205.58,0.6826,0.00,0.68,89.4,0.0,KOI-3709,,,Lyr,F,1.00,0.92,6328.0,1.204475,0.000,0.000,15.2,1274.88,19.4349,37.8876,-27.8,0.7144,1,0,0.797,1.854,-1.22,,,,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-3717.01,,3717.01,Hot,Jovian,,,non-habitable,,,,49.17,,,,        2.467765,        2.467765,        2.467765,319.3,319.3,319.3,,,,,-26.66,109.26,227.66,0.7201,0.00,0.72,89.4,0.0,KOI-3717,,,Cyg,F,0.96,1.01,6124.0,1.279645,0.000,0.000,15.0,1164.84,19.3722,48.9604,-27.7,0.7452,1,0,0.831,1.942,-1.20,,,,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-3720.01,,3720.01,Hot,Jovian,,,non-habitable,,,,28.34,,,,        7.612270,        7.612273,        7.612273,423.2,423.2,423.2,,,,,-26.68,56.07,213.40,0.7689,0.00,0.77,89.4,0.0,KOI-3720,,,Cyg,F,1.34,1.47,6953.0,4.500430,0.000,0.000,13.4,1047.81,19.5660,48.0954,-28.9,1.0154,1,0,1.487,3.434,-1.74,,,,0.00,0.00,0.00,0.15,0,0,0,0,transit,2015
KOI-3721.01,,3721.01,Hot,Jovian,,,non-habitable,,,,41.81,,,,        425.0651,        425.0651,        425.0651,1156.8,1156.8,1156.8,,,,,-31.92,87.79,6.41,0.0680,0.00,0.07,82.5,0.0,KOI-3721,,,Cyg,F,1.02,1.19,6261.0,1.965501,0.000,0.000,14.1,953.07,19.6770,43.4443,-33.3,9.3678,1,0,1.022,2.381,-2.40,,,,0.00,0.00,0.00,0.03,0,0,0,0,transit,2015
KOI-3726.01,,3726.01,Warm,Jovian,,,non-habitable,,,,14.70,,,,        1.165377,        1.165377,        1.165377,264.7,264.7,264.7,,,,,-23.21,28.22,115.99,0.4185,0.00,0.42,90.0,0.0,KOI-3726,,,Cyg,K,0.72,0.73,4530.0,0.204107,0.000,0.000,15.9,692.50,19.8749,42.4032,-26.9,0.9360,1,1,0.361,0.890,-0.78,,,,0.00,0.00,0.00,0.38,0,0,1,0,transit,2015
KOI-3728.01,,3728.01,Hot,Jovian,,,non-habitable,,,,20.24,,,,        7044.614,        7044.614,        7044.615,2334.0,2334.0,2334.0,,,,,-33.40,39.22,5.55,0.0780,0.00,0.08,86.5,0.0,KOI-3728,,,Lyr,A,2.05,4.04,7358.0,42.859432,0.000,0.000,12.3,1927.33,19.1871,43.1888,-36.4,27.8553,1,0,4.540,10.462,-2.51,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-3730.01,,3730.01,Hot,Jovian,,,non-habitable,,,,60.18,,,,        4450.602,        4450.602,        4450.603,2080.9,2080.9,2080.9,,,,,-35.28,172.77,0.67,0.0150,0.00,0.01,74.5,0.0,KOI-3730,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,18.8,5901.81,19.8840,48.2190,-35.9,36.1230,1,0,0.751,1.769,-2.45,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3735.01,,3735.01,Hot,Jovian,,,non-habitable,,,,81.67,,,,        482.6803,        482.6803,        482.6804,1194.2,1194.2,1194.2,,,,,-33.52,-,8.10,0.0835,0.00,0.08,87.1,0.0,KOI-3735,,,Cyg,F,1.19,1.42,6572.0,3.365368,0.000,0.000,17.6,6372.42,19.5156,37.5593,-33.5,9.0594,1,0,1.313,3.044,-2.42,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3736.01,,3736.01,Hot,Jovian,,,non-habitable,,,,37.18,,,,        2659.989,        2659.989,        2659.990,1829.6,1829.6,1829.6,,,,,-33.67,76.13,0.64,0.0136,0.00,0.01,63.0,0.0,KOI-3736,,,Cyg,G,0.81,0.79,5441.0,0.491992,0.000,0.000,16.6,1542.13,19.4758,38.6023,-35.3,31.3863,1,0,0.537,1.277,-2.41,,,,0.00,0.00,0.00,0.03,0,0,0,0,transit,2015
KOI-3740.01,,3740.01,Hot,,,,non-habitable,,,,128.57,,,,        5106.952,        5106.952,        5106.953,2153.7,2153.7,2153.7,,,,,-37.08,-,0.66,0.0152,0.00,0.02,52.7,0.0,KOI-3740,,,Cyg,F,1.08,1.00,6025.0,1.179910,0.000,0.000,15.2,1216.95,19.9020,40.3985,-36.0,35.5949,1,0,0.803,1.881,-2.46,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3741.02,,3741.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.31,,1.59,1.07,1.70,1.65,        141.3261,        141.3261,        141.3262,878.4,878.4,878.4,919.0,919.0,919.0,4.6,-23.59,3.02,18.58,0.1402,0.00,0.14,89.4,0.0,KOI-3741,,,Cyg,F,1.06,1.34,6432.0,2.777912,0.000,0.000,13.3,795.40,20.0222,44.9861,-32.1,5.1142,3,0,1.202,2.794,-2.33,-0.15,-0.66,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-3741.03,,3741.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.77,,2.25,1.47,3.31,2.73,        789.9672,        789.9672,        789.9673,1350.7,1350.7,1350.7,1398.4,1398.4,1398.4,24.7,-26.22,4.28,5.11,0.0593,0.00,0.06,89.4,0.0,KOI-3741,,,Cyg,F,1.06,1.34,6432.0,2.777912,0.000,0.000,13.3,795.40,20.0222,44.9861,-34.0,12.1097,3,0,1.202,2.794,-2.44,-0.12,-0.29,0.29,0.00,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-3741.04,,3741.04,Hot,Neptunian,gas,metals-rich,non-habitable,,7.29,,3.33,0.20,0.66,1.48,        339.1730,        339.1730,        339.1731,1093.3,1093.3,1093.3,,,,1.4,-26.15,6.33,9.63,0.0905,0.00,0.09,77.9,0.0,KOI-3741,,,Cyg,F,1.06,1.34,6432.0,2.777912,0.000,0.000,13.3,795.40,20.0222,44.9861,-33.1,7.9265,3,0,1.202,2.794,-2.40,2.66,-0.86,0.21,,0.00,0.00,0.20,0,0,0,0,transit,2015
KOI-3742.01,,3742.01,Hot,Jovian,,,non-habitable,,,,69.71,,,,        3287.191,        3287.191,        3287.192,1929.1,1929.1,1929.1,,,,,-35.27,-,1.41,0.0259,0.00,0.03,72.2,0.0,KOI-3742,,,Cyg,F,1.16,1.14,6609.0,2.205081,0.000,0.000,15.0,1515.15,19.9585,40.7574,-35.6,23.5184,1,0,1.060,2.457,-2.48,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3749.01,,3749.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,223.59,,9.58,0.25,2.44,4.83,        1.716063,        1.716064,        1.716064,291.6,291.6,291.6,,,,56.9,-22.69,18.28,10.73,0.0564,0.00,0.06,88.8,0.0,KOI-3749,,,Dra,M,0.21,0.23,3311.0,0.005459,0.000,0.000,16.4,146.59,19.0005,49.5040,-27.3,2.1261,1,0,0.061,0.159,-1.08,5.98,3.74,0.12,,0.00,0.00,0.40,0,0,0,0,transit,2015
KOI-3756.01,,3756.01,Hot,Jovian,,,non-habitable,,,,13.48,,,,        759.5795,        759.5797,        759.5799,1337.5,1337.5,1337.5,,,,,-30.09,25.84,6.47,0.0731,0.00,0.07,90.0,0.0,KOI-3756,,,Cyg,F,1.24,1.69,6318.0,4.058898,0.000,0.000,14.3,1551.43,19.7798,47.4076,-34.0,12.3077,1,0,1.463,3.406,-2.43,,,,0.00,0.00,0.00,0.07,0,0,0,0,transit,2015
KOI-3762.01,,3762.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,64.83,,6.84,0.20,1.39,3.08,        1.528329,        1.528329,        1.528329,283.3,283.3,283.3,,,,13.1,-21.83,13.03,240.80,0.7509,0.00,0.75,89.4,0.0,KOI-3762,,,Cyg,G,0.97,0.89,5911.0,0.861749,0.000,0.000,14.8,887.50,19.7779,49.4619,-27.2,0.6295,1,1,0.691,1.623,-0.87,4.39,1.81,0.17,,0.00,0.00,0.45,0,0,0,0,transit,2015
KOI-3767.01,,3767.01,Hot,Jovian,,,non-habitable,,,,16.46,,,,        101.1937,        101.1937,        101.1937,808.0,808.0,808.0,,,,,-28.32,31.68,6.71,0.0634,0.00,0.06,88.2,0.0,KOI-3767,,,Cyg,K,0.75,0.80,5159.0,0.406754,0.000,0.000,17.4,1965.64,19.9387,44.2950,-31.8,6.7284,1,0,0.496,1.191,-2.24,,,,0.00,0.00,0.00,0.07,0,0,0,0,transit,2015
KOI-3770.01,,3770.01,Hot,Jovian,gas,metals-rich,non-habitable,,86.87,,7.48,0.21,1.55,3.41,        1349.556,        1349.557,        1349.557,1544.2,1544.2,1544.2,,,,18.0,-29.43,14.25,2.61,0.0401,0.00,0.04,83.1,0.0,KOI-3770,,,Lyr,F,1.27,1.22,6357.0,2.170101,0.000,0.000,14.1,1012.99,19.3958,40.1249,-34.6,16.2277,1,0,1.067,2.483,-2.45,4.74,-0.05,0.16,,0.00,0.00,0.11,0,0,0,0,transit,2015
KOI-3773.01,,3773.01,Hot,,,,non-habitable,,,,1112.16,,,,        106.0594,        106.0594,        106.0594,817.6,817.6,817.6,,,,,-37.57,-,1.10,0.0158,0.00,0.02,46.4,0.0,KOI-3773,,,Cyg,M,0.43,0.42,3605.0,0.026477,0.000,0.000,17.4,498.29,19.3142,47.3435,-31.8,14.1345,1,0,0.133,0.343,-2.11,,,,0.00,0.00,0.00,0.01,0,0,0,0,transit,2015
KOI-3780.01,,3780.01,Hot,Jovian,,,non-habitable,,,,82.32,,,,        95.09763,        95.09765,        95.09766,795.6,795.6,795.6,,,,,-31.77,-,27.96,0.1916,0.00,0.19,87.1,0.0,KOI-3780,,,Lyr,F,1.20,1.36,6770.0,3.491088,0.000,0.000,14.1,1264.96,19.4258,42.2605,-31.7,3.7862,1,0,1.322,3.059,-2.30,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3782.01,,3782.01,Hot,Jovian,,,non-habitable,,,,35.61,,,,        9.848735,        9.848735,        9.848737,451.3,451.3,451.3,,,,,-27.46,72.39,186.52,0.7186,0.00,0.72,90.0,0.0,KOI-3782,,,Cyg,K,1.42,2.99,5018.0,5.085749,0.000,0.000,13.5,1192.04,19.6725,49.1699,-29.2,2.2175,1,0,1.765,4.264,-1.84,,,,0.00,0.00,0.00,0.12,0,0,0,0,transit,2015
KOI-3783.01,,3783.01,Hot,Jovian,,,non-habitable,,,,61.72,,,,        14.56339,        14.56339,        14.56339,497.7,497.7,497.7,,,,,-29.09,-,197.15,0.7904,0.00,0.79,90.0,0.0,KOI-3783,,,Cyg,A,1.69,1.94,7214.0,9.098220,0.000,0.000,13.0,1229.51,19.6449,46.1227,-29.7,1.3047,1,0,2.092,4.820,-1.95,,,,0.00,0.00,0.00,0.08,0,0,0,0,transit,2015
KOI-3784.01,,3784.01,Hot,Jovian,,,non-habitable,,,,58.83,,,,        60.52588,        60.52589,        60.52590,710.6,710.6,710.6,,,,,-30.54,154.65,23.87,0.1628,0.00,0.16,87.1,0.0,KOI-3784,,,Lyr,F,1.01,1.17,6022.0,1.604169,0.000,0.000,14.2,918.50,19.0561,40.9254,-31.2,3.8175,1,0,0.937,2.193,-2.23,,,,0.00,0.00,0.00,0.03,0,0,0,0,transit,2015
KOI-3787.01,,3787.01,Hot,,,,non-habitable,,,,1650.26,,,,        4.940857,        4.940858,        4.940859,379.8,379.8,379.8,,,,,-35.08,-,141.73,0.5319,0.00,0.53,89.4,0.0,KOI-3787,,,Lyr,G,1.00,1.10,5993.0,1.397856,0.000,0.000,13.9,737.73,19.2293,43.5052,-28.5,1.1011,1,0,0.876,2.052,-1.58,,,,0.00,0.00,0.00,0.15,0,0,0,0,transit,2015
KOI-3790.01,,3790.01,Hot,Jovian,,,non-habitable,,,,57.50,,,,        3023.141,        3023.142,        3023.142,1889.1,1889.1,1889.1,,,,,-34.76,144.94,0.89,0.0182,0.00,0.02,78.5,0.0,KOI-3790,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,18.6,5379.95,19.7192,42.8464,-35.5,29.6095,1,0,0.751,1.769,-2.44,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-3791.01,Kepler-460 b,3791.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,60.70,,6.70,0.20,1.35,3.01,        2.143675,        2.143675,        2.143675,308.3,308.3,308.3,,,,12.2,-22.16,12.76,440.79,1.1455,0.00,1.15,90.0,0.0,KOI-3791,,,Lyr,F,1.03,1.39,6340.0,2.812866,0.000,0.000,13.8,990.50,19.2317,40.6514,-27.6,0.6481,2,0,1.216,2.831,-1.09,4.31,1.58,0.17,,0.00,0.00,0.42,0,0,0,1,transit,2015
KOI-3791.02,,3791.02,Hot,Jovian,gas,metals-rich,non-habitable,,45.30,,6.10,0.20,1.22,2.73,        5.411011,        5.411013,        5.411013,388.6,388.6,388.6,,,,9.0,-22.96,11.61,220.13,0.7210,0.00,0.72,90.0,0.0,KOI-3791,,,Lyr,F,1.03,1.39,6340.0,2.812866,0.000,0.000,13.8,990.50,19.2317,40.6514,-28.6,1.0296,2,0,1.216,2.831,-1.61,3.99,0.94,0.18,,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-3794.01,,3794.01,Hot,Neptunian,gas,metals-rich,non-habitable,,29.91,,5.32,0.20,1.06,2.37,        1006.569,        1006.570,        1006.570,1435.0,1435.0,1435.0,,,,5.9,-28.36,10.12,0.65,0.0129,0.00,0.01,66.5,0.0,KOI-3794,,,Cyg,K,0.67,0.66,4550.0,0.167503,0.000,0.000,15.7,582.99,19.3977,51.5047,-34.3,27.5295,1,0,0.327,0.805,-2.31,3.58,-0.52,0.19,,0.00,0.00,0.14,0,0,0,0,transit,2015
KOI-3801.01,,3801.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,636.64,,11.26,0.45,5.02,7.52,        1.248067,        1.248067,        1.248067,269.3,269.3,269.3,,,,283.9,-22.70,21.52,288.31,0.8779,0.00,0.88,90.0,0.0,KOI-3801,,,Cyg,G,1.08,0.96,5825.0,0.961896,0.000,0.000,16.0,1608.12,19.6805,45.0982,-27.0,0.5858,1,1,0.734,1.727,-0.71,7.42,7.13,0.09,,0.00,0.00,0.40,0,0,1,0,transit,2015
KOI-3805.01,,3805.01,Hot,,,,non-habitable,,,,704.51,,,,        729.9500,        729.9500,        729.9502,1324.2,1324.2,1324.2,,,,,-38.67,-,56.70,0.4046,0.00,0.40,87.7,0.0,KOI-3805,,,Cyg,K,2.74,15.64,4831.0,119.493676,0.000,0.000,11.4,2134.33,19.6053,39.7296,-33.9,20.7087,1,0,8.629,21.007,-2.33,,,,0.00,0.00,0.00,0.00,0,0,0,0,transit,2015
KOI-3810.01,,3810.01,Hot,Jovian,,,non-habitable,,,,26.16,,,,        111.3520,        111.3520,        111.3520,827.6,827.6,827.6,,,,,-29.44,51.42,1.01,0.0147,0.00,0.01,76.2,0.0,KOI-3810,,,Lyr,M,0.41,0.39,3644.0,0.024062,0.000,0.000,16.8,360.16,18.9167,41.0860,-31.9,14.1747,1,0,0.127,0.326,-2.12,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-3811.01,,3811.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,55.97,,6.53,0.20,1.31,2.93,       0.8541101,       0.8541101,       0.8541102,244.9,244.9,244.9,,,,11.3,-21.10,12.43,290.14,0.7620,0.00,0.76,90.0,0.0,KOI-3811,,,Lyr,G,0.70,0.76,5551.0,0.495934,0.000,0.000,13.9,442.45,19.0769,39.7149,-26.6,0.5336,1,1,0.536,1.270,-0.38,4.22,1.89,0.18,,0.00,0.00,0.48,0,0,0,0,transit,2015
KOI-3813.01,,3813.01,Hot,Jovian,gas,metals-rich,non-habitable,,69.51,,6.99,0.20,1.42,3.15,        616.1333,        616.1333,        616.1334,1269.3,1269.3,1269.3,,,,14.1,-28.42,13.31,4.86,0.0594,0.00,0.06,79.1,0.0,KOI-3813,,,Cyg,F,1.18,1.16,6517.0,2.173940,0.000,0.000,14.1,1018.54,19.8633,40.5307,-33.7,10.4125,1,0,1.058,2.456,-2.43,4.47,-0.02,0.16,,0.00,0.00,0.12,0,0,0,0,transit,2015
